808.223	-6.5537	-843.842	0.479437	
805.891	2.15184	-843.51	0.479602	
834.031	-6.24122	-842.081	0.477012	
799.873	-12.021	-840.02	0.474496	
754.399	-17.0273	-843.638	0.479561	
820.349	1.78343	-840.009	0.47613	
794.848	6.55471	-843.931	0.479148	
765.644	-5.44392	-842.598	0.477016	
782.688	3.73067	-841.684	0.475409	
827.158	8.77562	-843.793	0.48064	
785.195	1.61995	-843.328	0.478285	
796.958	6.71603	-843.864	0.479413	
821.416	-10.9703	-843.493	0.480706	
803.365	-9.59794	-841.969	0.476698	
793.658	-3.04069	-843.309	0.478688	
805.8	-3.25931	-839.401	0.47451	
731.343	0.761104	-843.875	0.481172	
785.772	-8.5242	-842.008	0.475676	
777.214	-6.21996	-843.072	0.477577	
758.718	1.23862	-839.786	0.474848	
768.995	5.10385	-843.783	0.478616	
809.539	1.15595	-840.863	0.476262	
827.596	-21.7701	-843.997	0.480968	
772.398	-18.9951	-842.066	0.477524	
771.041	15.9887	-843.053	0.478331	
777.462	-2.61131	-842.173	0.476456	
796.263	-2.22645	-840.185	0.474494	
732.105	0.153474	-842.159	0.478217	
792.085	-12.5734	-842.728	0.478289	
771.44	8.43741	-841.383	0.475398	
733.131	-11.1661	-839.599	0.474635	
796.794	-14.2549	-843.416	0.478455	
779.198	5.04112	-839.101	0.4726	
775.891	-9.79439	-843.873	0.478904	
785.325	-10.895	-843.074	0.477828	
735.342	-1.79123	-840.233	0.475385	
787.617	8.47322	-842.782	0.47767	
772.508	-3.52005	-842.806	0.476896	
754.262	-18.1188	-843.467	0.479645	
779.276	11.2352	-842.356	0.477086	
784.473	-0.627454	-840.407	0.473549	
750.703	-13.845	-841.198	0.477166	
773.642	-2.93718	-842.815	0.47639	
792.514	8.08884	-842.994	0.477443	
755.238	13.1773	-842.525	0.478044	
777.359	-10.1673	-842.576	0.477431	
783.154	0.764627	-843.885	0.478425	
737.954	1.35926	-839.807	0.47449	
785.553	5.18355	-842.872	0.47704	
785.479	-25.5577	-842.018	0.477046	
722.477	2.26363	-841.522	0.474892	
803.61	-5.22264	-841.568	0.476629	
783.379	-0.747296	-843.612	0.478336	
782.397	1.95288	-839.48	0.47383	
783.657	-1.29304	-843.42	0.47865	
819.784	-9.58269	-840.214	0.475792	
797.783	3.20066	-843.35	0.478049	
766.518	-6.31122	-843.21	0.477721	
776.364	-6.09676	-843.784	0.478743	
730.36	-14.6534	-842.901	0.478852	
804.09	-11.6205	-842.29	0.477936	
802.664	-7.63103	-843.176	0.478408	
789.716	10.1797	-841.408	0.475802	
733.252	-7.83494	-843.335	0.479868	
768.506	-28.7657	-839.093	0.474542	
776.489	-1.75307	-841.693	0.475592	
779.275	-1.3313	-843.552	0.478521	
745.127	9.05034	-841.429	0.476331	
775.296	16.5636	-839.899	0.474505	
756.195	-9.42994	-841.285	0.475947	
778.704	4.47838	-843.06	0.477148	
