0.846893 4930.34 0.581558 -6480.28 3.36902e-06 -16.9331 0 -1 -1
-2.94442 -1476.04 0.190333 1713.39 4.0247e-06 0.714825 0 -1 -1
-2.83111 -776.327 0.251668 466.321 3.84882e-06 11.1281 0 -1 -1
-0.452752 -1119.57 -0.576824 -1412.34 1.86571e-06 11.9765 0 -1 -1
1.32861 755.451 0.391244 -1457.16 3.75586e-06 -8.73088 0 -1 -1
-6.45571 -3.18149 -0.368957 1076.82 1.97307e-06 7.03354 0 -1 -1
-0.0233095 805.322 0.422343 2242.65 4.65195e-06 0.78064 0 -1 -1
0.331265 662.955 -0.537359 -2785.88 1.97475e-06 -14.2251 0 -1 -1
1.84295 -871.936 0.401168 1456.21 2.95242e-06 12.0403 0 -1 -1
-5.23052 -11561.8 0.195612 -8548.57 2.02266e-06 7.72111 0 -1 -1
3.55718 -88.1718 -0.645302 823.511 4.72803e-06 0.652778 0 -1 -1
-3.70151 4805.88 -0.487615 -3769.37 1.3558e-06 8.65405 0 -1 -1
-0.900858 1934.94 0.163699 -1044.75 2.8974e-06 10.5419 0 -1 -1
0.286702 -1045.54 -0.363073 -567.655 3.00606e-06 -13.3225 0 -1 -1
1.19133 1369.74 0.437152 -20325.7 2.43327e-06 6.4922 0 -1 -1
1.99792 2698.91 -0.492346 4052.91 1.87783e-06 -11.4986 0 -1 -1
-2.88621 -641.07 -0.765073 1249.12 1.98619e-06 13.5609 0 -1 -1
0.141714 359.454 -0.495079 633.41 2.38514e-06 5.36217 0 -1 -1
1.90468 1086.26 -0.385299 -937.666 9.66653e-07 -6.25507 0 -1 -1
-0.648988 210.455 0.24896 -1385.12 1.13484e-06 -16.2491 0 -1 -1
2.11436 -927.617 0.259054 616.61 1.99423e-06 9.76506 0 -1 -1
-1.09043 919.538 0.120758 -319.41 2.80608e-06 -16.9722 0 -1 -1
0.805316 -461.274 -0.680877 -4819.14 3.96674e-06 -11.2835 0 -1 -1
-4.42578 -2721.67 -0.68846 11934.4 4.49159e-06 17.6732 0 -1 -1
1.26169 -3292.95 -0.567666 2973.35 2.87794e-06 -6.37218 0 -1 -1
-4.39727 -439.155 -0.335202 -1364.77 4.34251e-06 -3.60257 0 -1 -1
-5.0731 2946.59 -0.403512 -2053.73 3.37039e-06 -11.5367 0 -1 -1
-0.310272 -810.13 0.258971 -979.112 2.27666e-06 -19.439 0 -1 -1
0.526247 2864.66 0.590912 8316.97 1.56465e-06 -2.22324 0 -1 -1
-5.62432 -33788.5 -0.539835 -39702.6 4.83265e-06 -10.189 0 -1 -1
-0.318674 -293.224 -0.79695 -1251.21 1.59404e-06 16.3012 0 -1 -1
2.31354 113.601 0.369441 1096.02 1.71059e-06 6.26014 0 -1 -1
2.3076 3043.02 0.358283 2417.17 2.52708e-06 -0.680692 0 -1 -1
-0.115362 -769.443 -0.567033 1115.07 4.05757e-06 -5.85792 0 -1 -1
-1.13817 -5637.66 0.255817 3005.28 2.08093e-06 14.7769 0 -1 -1
-2.56411 834.975 0.386141 -1673.52 2.11484e-06 6.48146 0 -1 -1
1.87913 -606.476 0.174384 1114.26 2.55431e-06 5.27335 0 -1 -1
-1.99458 -212.201 0.167909 -6192.51 1.65581e-06 10.8082 0 -1 -1
0.953454 1608.04 -0.758917 800.733 2.60822e-06 0.397841 0 -1 -1
1.68828 13644.9 -0.63194 14554.6 3.24723e-06 12.6522 0 -1 -1
-0.112568 -307.619 -0.754253 -1252.91 2.599e-06 1.97489 0 -1 -1
0.495204 560.771 -0.502137 -928.323 1.92739e-06 13.8044 0 -1 -1
-0.392986 -797.117 -0.526959 1696.03 2.19903e-06 8.54336 0 -1 -1
3.18831 -60.2733 0.509985 1455.16 1.72535e-06 18.0897 0 -1 -1
-0.0095496 1537.29 -0.408681 -1807.61 2.98629e-06 3.11533 0 -1 -1
1.23152 1053.01 -0.794916 3169.72 1.36312e-06 10.5237 0 -1 -1
2.2932 -192.611 0.32017 2708.26 1.74245e-06 12.3337 0 -1 -1
-1.46179 -647.875 0.302127 -773.136 1.65635e-06 4.90071 0 -1 -1
0.687567 -231.217 0.559866 688.585 1.58569e-06 6.27359 0 -1 -1
3.36837 1553.15 0.447314 -876.099 1.77985e-06 -3.38758 0 -1 -1
2.5591 2991.27 -0.787553 6889.87 1.08391e-06 16.8722 0 -1 -1
-4.45258 -100.789 0.343322 871.628 2.19529e-06 -0.55005 0 -1 -1
1.48731 467.543 0.415912 489.194 2.52007e-06 -19.6356 0 -1 -1
5.1393 2249.9 0.189488 2125.87 2.91261e-06 19.9153 0 -1 -1
2.20265 903.005 0.274026 1489.93 3.97758e-06 0.495857 0 -1 -1
2.63333 -1937.25 -0.738214 5615.98 2.08172e-06 11.838 0 -1 -1
-1.54269 504.474 0.566912 540.21 2.7566e-06 -6.82949 0 -1 -1
1.09709 3069.22 -0.522112 -5073.44 2.42427e-06 -1.92567 0 -1 -1
2.94504 -436.402 -0.449604 -953.952 3.07969e-06 2.17455 0 -1 -1
-6.52974 451.416 -0.635338 1329.62 1.64646e-06 12.5184 0 -1 -1
-4.9364 18742.1 -0.518726 18088.5 2.46834e-06 -7.8582 0 -1 -1
1.81855 -120.174 -0.326434 4297.21 3.38711e-06 -9.89933 0 -1 -1
-6.12299 802.829 -0.345627 1576.85 2.13549e-06 -10.6608 0 -1 -1
-0.701205 410.929 0.274614 -1449.01 1.93121e-06 -6.66843 0 -1 -1
-0.990815 52.2919 -0.794865 -1055.42 2.35772e-06 -6.308 0 -1 -1
4.49768 -6668.01 0.407949 -13076.2 5.19232e-06 0.581896 0 -1 -1
0.43681 1302.4 0.286485 -9186.69 1.77558e-06 -3.85103 0 -1 -1
0.469628 21348.6 0.274542 -56966.4 3.20596e-06 1.83028 0 -1 -1
0.86815 -205.788 0.249912 221.76 4.0705e-06 -1.84564 0 -1 -1
3.90543 996.983 -0.504763 1804.2 2.3313e-06 -13.4125 0 -1 -1
-2.47294 5767.96 -0.673541 -3820.09 1.73423e-06 -4.78195 0 -1 -1
-1.72681 16541.8 0.554208 323711 2.70052e-06 -0.196804 0 -1 -1
-1.27343 154.293 0.544945 1150.69 3.63995e-06 15.5379 0 -1 -1
4.82735 -6608.09 0.255826 -5853.01 4.39829e-06 -2.86156 0 -1 -1
3.20421 1419.35 0.265722 -732.995 3.90155e-06 9.7566 0 -1 -1
0.773634 1989.59 -0.376359 -4955.06 3.86349e-06 -0.50428 0 -1 -1
4.25056 483.166 0.275028 -945.754 3.46239e-06 2.22991 0 -1 -1
-0.664738 635.185 -0.520848 653.01 3.95381e-06 -16.1251 0 -1 -1
2.7532 2080.22 -0.42325 1660.15 3.39618e-06 -7.84571 0 -1 -1
-4.87851 2820.88 -0.301749 12238.2 3.36563e-06 2.66002 0 -1 -1
8.63397 -509.555 -0.79195 1902.42 4.00403e-06 13.8253 0 -1 -1
3.45919 -1859.04 0.478283 1089.77 2.09389e-06 7.90744 0 -1 -1
-2.32288 3601.66 0.326629 1198.59 3.46727e-06 10.3878 0 -1 -1
-4.05746 -70.0459 -0.547721 1406.2 2.95435e-06 8.01391 0 -1 -1
-2.13863 4659.84 0.491348 -17782.6 8.01489e-07 1.61542 0 -1 -1
3.81804 -216.168 -0.39626 -1036 2.4437e-06 11.9561 0 -1 -1
-3.45557 796.715 -0.316985 -1502.07 2.25724e-06 8.26709 0 -1 -1
-3.47237 548.031 -0.346253 332.24 5.72271e-06 -2.57678 0 -1 -1
1.28456 -2637.05 -0.320514 -2476.69 2.91297e-06 8.9707 0 -1 -1
