E(keV)	Px(MeV/c)	Py(MeV/c)	Pz(MeV/c)	X(mm)	Y(mm)	Z(mm)	T(ns)
0.00565133	0.00331929	0.00986102	1.09277	-0.247676	0.203321	-1.49009e-09	478.242	
0.00565625	0.00774598	-0.00472575	1.09326	0.224649	-0.194345	-1.49009e-09	478.257	
0.00565143	0.0356178	0.0251084	1.09196	-0.473497	-0.338419	-1.49009e-09	479.094	
0.00564096	-0.019036	0.0214021	1.09144	-0.00307391	-0.948098	-1.49009e-09	476.973	
0.00563798	0.00501299	-0.000959546	1.09152	-0.2073	-1.10023	-1.49009e-09	475.117	
0.00562855	0.0127572	-0.00357999	1.09053	-1.58156	-0.72384	-1.49009e-09	474.91	
0.00565165	0.0481047	-0.0173115	1.09165	-0.241639	-0.102543	-1.49009e-09	480.231	
0.00564898	0.0306041	-0.010819	1.09211	-0.818518	0.276437	-1.49009e-09	478.129	
0.00564302	0.0281798	-0.00353576	1.09165	0.46493	-0.204898	-1.49009e-09	476.397	
0.00563885	0.0104289	-0.00601676	1.09154	-0.0765577	-0.114154	-1.49009e-09	475.066	
0.00563994	0.00734556	0.0103704	1.09164	1.03887	2.33759	-1.49009e-09	476.121	
0.00562509	0.0195184	0.0224054	1.08987	-0.238229	-1.9671	-1.49009e-09	474.504	
0.00564428	0.0193685	0.0173929	1.09183	-0.889674	0.183493	-1.49009e-09	476.893	
0.00565089	0.0430675	-0.013449	1.09184	-0.531083	-1.59746	-1.49009e-09	479.817	
0.00563494	0.0166147	-0.0148554	1.09101	-1.05433	0.109805	-1.49009e-09	474.665	
0.0056477	0.0141174	0.00467089	1.09237	-0.318216	-0.0622001	-1.49009e-09	477.579	
0.00563139	0.0719899	0.00338532	1.08851	-0.887801	-2.76016	-1.49009e-09	474.021	
0.00562146	0.00178051	-0.00852977	1.08989	0.817836	-1.27896	-1.49009e-09	472.755	
0.00564018	-0.0200875	0.00954043	1.09151	-3.99438	1.46826	-1.49009e-09	476.15	
0.00564315	-0.0189546	0.00641589	1.09184	-1.07932	-1.41014	-1.49009e-09	476.54	
0.00564375	-0.0270501	0.011451	1.09169	-2.76792	-0.517697	-1.49009e-09	477.057	
0.00565568	-0.0334702	0.00685656	1.09271	1.29547	2.36548	-1.49009e-09	479.787	
0.00565285	0.0040956	0.00539946	1.09294	0.387634	1.462	-1.49009e-09	478.455	
0.00564563	0.00258587	0.00272656	1.09226	0.23343	0.460426	-1.49009e-09	477.091	
0.00565186	0.00727542	0.0149924	1.09274	-0.157077	-1.74212	-1.49009e-09	477.832	
0.00564366	0.0496285	0.0030544	1.09094	-1.25825	-0.149106	-1.49009e-09	479.599	
0.00564545	-0.0277856	-0.0105861	1.09185	-0.174081	0.110471	-1.49009e-09	477.737	
0.00564748	-0.0209306	0.0237788	1.09199	-0.361982	-0.275698	-1.49009e-09	478.001	
0.00562845	0.0421951	-0.00311981	1.08978	0.837491	-0.4322	-1.49009e-09	475.46	
0.00565175	0.0166571	0.0200072	1.09255	0.0533774	-1.66059	-1.49009e-09	479.077	
0.00565237	0.0124361	-0.0134047	1.09277	-0.180308	-0.642959	-1.49009e-09	478.274	
0.00565199	-0.0397894	0.0216915	1.09194	0.845227	0.910458	-1.49009e-09	478.555	
0.00562085	-0.00676432	0.0100417	1.0898	0.463845	0.444837	-1.49009e-09	473.195	
0.00563734	-0.0199198	-0.00403651	1.09128	-0.71599	1.24366	-1.49009e-09	475.29	
0.00563212	-0.010465	-0.0069069	1.09089	-1.36801	0.295202	-1.49009e-09	474.281	
0.00565205	0.010685	-0.00766252	1.09281	-0.0156043	-0.0517879	-1.49009e-09	477.741	
0.00564614	-0.0432828	0.0121478	1.09139	-0.57243	-2.21239	-1.49009e-09	478.163	
0.00563772	0.0364447	-0.0140435	1.0908	3.26545	-1.06659	-1.49009e-09	474.665	
0.00564187	0.0265714	0.00106794	1.09158	-0.104834	0.387221	-1.49009e-09	476.529	
0.00565677	0.0602607	0.0150631	1.09158	-2.80788	-0.380092	-1.49009e-09	479.386	
0.00564532	0.0102249	0.0150319	1.09209	0.0707869	0.0276125	-1.49009e-09	477.051	
0.00563436	-0.00345023	-0.0171976	1.09104	0.44364	0.717767	-1.49009e-09	474.395	
0.00564642	0.0538017	0.0107069	1.09097	-2.60112	-0.209898	-1.49009e-09	478.79	
0.00564434	-0.0284396	0.0209706	1.09157	0.378294	0.767189	-1.49009e-09	477.554	
0.00565118	0.0320326	0.0257491	1.09203	-0.431318	-0.04631	-1.49009e-09	479.022	
0.00562505	-0.0444881	-0.010801	1.08931	3.50652	-0.555968	-1.49009e-09	474.87	
0.00562481	0.0205019	0.0237441	1.0898	-0.507129	-0.471628	-1.49009e-09	473.821	
0.00563615	0.0328289	0.0227285	1.09062	1.38063	-0.753946	-1.49009e-09	475.417	
0.00564861	-0.0208066	-0.0101226	1.09231	-0.268536	-0.0714518	-1.49009e-09	477.933	
0.00564911	0.0314812	-0.00348498	1.09214	-0.127997	0.0151829	-1.49009e-09	477.799	
0.0056559	0.021474	0.00280226	1.09305	-0.293231	-0.976015	-1.49009e-09	479.51	
0.00564343	0.0116908	-0.0318555	1.09153	0.333011	1.10676	-1.49009e-09	476.767	
0.00563402	0.0155602	-0.00171478	1.09103	-0.238908	0.521335	-1.49009e-09	475.233	
0.00565628	-0.0900574	-0.00757181	1.08956	-3.76714	1.04466	-1.49009e-09	473.727	
0.00564519	0.0263194	0.0211721	1.0917	-0.52663	-0.193275	-1.49009e-09	476.739	
0.00565171	-0.00384174	-0.0135147	1.09276	0.219811	0.0204234	-1.49009e-09	477.571	
0.00564285	-0.0316668	-0.000496217	1.09154	0.101081	-1.14436	-1.49009e-09	476.247	
0.00564921	-0.0198018	-0.013367	1.09235	-0.956488	-0.243835	-1.49009e-09	477.531	
0.00563702	0.00249186	0.0176747	1.09129	-0.522474	-0.798219	-1.49009e-09	475.434	
0.00564046	0.0438554	0.00658828	1.09087	-1.77107	0.519882	-1.49009e-09	477.468	
0.00564533	-0.035697	-0.00107238	1.09165	0.048151	-0.194975	-1.49009e-09	477.438	
0.00563502	-0.0179125	-0.00808683	1.09106	-0.414771	-0.0276521	-1.49009e-09	475.637	
0.00565619	0.0161003	0.00379107	1.09316	-1.89773	0.507713	-1.49009e-09	479.034	
0.00562601	-0.0234263	0.0185133	1.08996	-0.702898	0.314516	-1.49009e-09	474.632	
0.0056426	0.0183452	-0.00265988	1.09182	-1.0518	-0.228495	-1.49009e-09	476.373	
0.00564421	0.0362575	0.0212405	1.09132	-0.0378852	-0.310813	-1.49009e-09	477.55	
0.00563776	0.0168122	0.0142137	1.09128	0.704041	1.44328	-1.49009e-09	475.623	
0.00563179	0.00585083	-0.00571388	1.0909	1.95133	1.03422	-1.49009e-09	474.47	
0.00564842	0.0141119	-0.0075028	1.09242	-0.378807	-0.0381595	-1.49009e-09	478.121	
0.00563746	-0.00074552	0.00730508	1.09145	0.329491	-0.811021	-1.49009e-09	475.171	
0.00565727	0.0299158	0.0131802	1.0929	-0.164576	0.0171858	-1.49009e-09	479.814	
0.00564314	0.0192539	0.00207755	1.09185	1.74906	-0.532362	-1.49009e-09	476.431	
0.00564084	0.0148012	0.0220566	1.09148	0.449848	1.38301	-1.49009e-09	476.261	
0.00563798	0.000149059	0.0110132	1.09147	1.80795	0.906073	-1.49009e-09	474.205	
0.00565764	-0.049696	0.0241879	1.09203	1.61427	-1.0985	-1.49009e-09	481.274	
0.00562822	0.0412113	-0.00301104	1.0898	-0.662721	-0.301626	-1.49009e-09	475.585	
0.00563832	0.0467689	0.00026885	1.09056	0.655133	-0.68518	-1.49009e-09	476.449	
0.00564051	-0.0281383	0.0101165	1.09136	-0.2294	0.491626	-1.49009e-09	476.424	
0.00565208	-0.0247395	0.0108221	1.09256	0.30862	-0.545849	-1.49009e-09	478.877	
0.00563904	-0.0638495	-0.00258916	1.08976	2.17983	0.495624	-1.49009e-09	476.071	
0.00563864	0.0100382	-0.0029168	1.09154	-2.97754	3.15939	-1.49009e-09	475.821	
0.00564372	0.0125855	0.0195734	1.09183	-0.644125	-0.458679	-1.49009e-09	476.265	
0.0056476	-0.0218437	-0.00538388	1.09223	0.0888943	0.950023	-1.49009e-09	478.214	
0.00563019	0.0178596	-0.000122643	1.09063	-0.077197	-0.251932	-1.49009e-09	474.719	
0.00565058	-0.0382659	0.0183687	1.09192	0.195282	-0.136758	-1.49009e-09	478.402	
0.00565741	-0.046726	0.0190473	1.09224	0.734698	0.0608379	-1.49009e-09	480.357	
0.00565284	-0.0255064	0.00267368	1.09266	0.749686	-0.235239	-1.49009e-09	478.069	
0.00564138	0.00339785	0.00517836	1.09184	-0.663482	1.32797	-1.49009e-09	475.743	
0.00565404	0.0539987	-0.00176763	1.09174	-2.76898	1.05518	-1.49009e-09	480.483	
0.00563431	0.0341939	0.00153673	1.09064	-0.537385	-0.886211	-1.49009e-09	476.148	
0.00564575	-0.00825113	-0.0182893	1.09209	-1.50752	-0.457436	-1.49009e-09	476.223	
0.0056338	0.0308128	-0.0089582	1.09065	0.155647	-0.0372668	-1.49009e-09	475.315	
0.00563644	-0.0352206	0.012375	1.09074	-0.105009	0.163097	-1.49009e-09	476.635	
0.00564478	0.0275673	0.00231801	1.09183	-1.5514	0.296334	-1.49009e-09	477.625	
0.00564325	-0.0186086	-0.000234792	1.09188	-0.308441	0.0440008	-1.49009e-09	477.068	
0.00563629	-0.0211002	0.00262307	1.09116	0.00793647	-0.137607	-1.49009e-09	475.383	
0.00564389	0.00544201	0.0111664	1.09203	0.622472	0.680853	-1.49009e-09	476.494	
0.00562463	0.0209761	0.0035378	1.09003	-0.920224	0.207051	-1.49009e-09	473.74	
0.00563328	0.000961594	0.00953139	1.09103	-0.0935287	-0.206484	-1.49009e-09	474.165	
0.00563927	0.035795	0.0166235	1.09094	-0.690035	0.110693	-1.49009e-09	477.204	
0.00564535	0.00530028	0.000790453	1.09223	0.794433	0.723147	-1.49009e-09	476.434	
0.00565149	0.00557811	-0.00136772	1.09282	0.653415	0.0697072	-1.49009e-09	477.383	
0.00564964	0.0298057	-0.00979681	1.09221	-0.240668	-0.650437	-1.49009e-09	477.693	
0.00562724	0.00184722	0.00799003	1.09046	-0.885181	-0.0148889	-1.49009e-09	473.265	
0.00564744	-0.0542704	0.00281669	1.09109	2.84539	-0.878692	-1.49009e-09	479.583	
0.0056391	0.0109956	0.0320677	1.09111	-0.130659	-0.237261	-1.49009e-09	476.41	
0.00565297	0.00555828	0.0312195	1.09252	0.302439	0.29609	-1.49009e-09	478.709	
0.00564937	0.00365238	-0.0105708	1.09257	0.0218739	-0.162004	-1.49009e-09	477.085	
0.00565154	0.0339725	0.0205123	1.09212	-0.448067	-0.0834832	-1.49009e-09	479.888	
0.00563761	-0.00178137	0.00958198	1.09145	0.05992	0.0626991	-1.49009e-09	475.281	
0.00565477	0.0101828	0.0207605	1.09291	2.17615	0.495551	-1.49009e-09	478.765	
0.00564104	-0.0327798	0.0150474	1.09123	0.970774	1.24935	-1.49009e-09	477.343	
0.00565542	0.042529	0.0295332	1.09199	-2.56401	1.08177	-1.49009e-09	480.714	
0.00563348	-0.0562142	-0.00107281	1.08964	0.921555	-0.412879	-1.49009e-09	475.803	
0.00563865	0.0184675	0.0074318	1.09141	2.14333	0.641066	-1.49009e-09	475.737	
0.00563729	0.0364084	0.00726447	1.09083	0.52717	-0.356073	-1.49009e-09	476.354	
0.0056452	-0.0171469	0.0146499	1.09199	-0.203058	-0.944728	-1.49009e-09	477.606	
0.00563264	0.00715461	-0.00320969	1.09098	-0.803738	1.26491	-1.49009e-09	473.301	
0.00565074	0.00762291	0.0036867	1.09273	0.813012	0.738644	-1.49009e-09	477.362	
0.00565506	0.0179566	-0.0179974	1.09288	0.95424	-1.61909	-1.49009e-09	478.685	
0.00565192	0.0273393	-0.00512585	1.09252	0.0612255	0.0777949	-1.49009e-09	479.088	
0.00562838	-0.00118126	0.0260082	1.09029	0.0819508	-0.480264	-1.49009e-09	474.778	
0.00563649	0.0296312	0.0284863	1.09061	-0.217322	0.0661039	-1.49009e-09	475.764	
0.00562932	-0.0204166	0.0172183	1.09036	0.234929	-1.05207	-1.49009e-09	474.787	
0.00563797	-0.018634	-0.00837896	1.09133	-0.306099	0.752309	-1.49009e-09	475.708	
0.00565095	-0.00456758	-0.00295417	1.09277	1.66935	0.273589	-1.49009e-09	477.39	
0.00564522	0.0657272	0.00590524	1.09023	-2.38902	-1.7201	-1.49009e-09	478.331	
0.00564916	-0.0361041	-0.0146856	1.09191	-0.500177	0.616885	-1.49009e-09	478.961	
0.00564877	0.0276075	-0.0124899	1.09215	0.205261	-0.395149	-1.49009e-09	477.943	
0.00565242	-0.0162462	-0.0183711	1.09265	-0.0162932	-0.0680445	-1.49009e-09	478.985	
0.00563825	0.0439393	0.000667749	1.09067	-0.975778	-1.06799	-1.49009e-09	476.892	
0.00564944	-0.00793354	0.00374071	1.0926	-0.54844	0.483362	-1.49009e-09	477.496	
0.00565293	-0.00483951	0.00525215	1.09295	0.00172761	1.35873	-1.49009e-09	478.837	
0.00564274	0.00423579	-0.0045304	1.09197	-0.986109	-0.187866	-1.49009e-09	476.179	
0.00564113	0.00819745	0.0121564	1.09173	-1.16231	0.473219	-1.49009e-09	476.208	
0.00563402	-0.00903763	0.0070311	1.09108	-0.575424	-0.830806	-1.49009e-09	475.35	
0.00564272	-0.0134756	-0.00209964	1.0919	0.241163	0.170828	-1.49009e-09	476.035	
0.00563936	-0.056481	0.00593668	1.09018	2.9014	-0.308514	-1.49009e-09	477.892	
0.00562478	0.0510888	-0.00287025	1.08905	0.237095	-0.308208	-1.49009e-09	475.192	
0.00565503	-0.0929591	0.000426671	1.08922	-4.26631	-0.139166	-1.49009e-09	480.08	
0.00564957	0.0606129	-0.00045339	1.09097	-2.73528	-0.512635	-1.49009e-09	478.583	
0.00564621	-0.0539836	0.0192402	1.09082	2.56558	-0.987536	-1.49009e-09	477.921	
0.00566343	-0.0638714	0.0206378	1.09193	1.75262	-0.503056	-1.49009e-09	480.286	
0.00563557	0.0257247	0.0157025	1.09088	0.125659	0.151232	-1.49009e-09	476.238	
0.00564268	-0.0108003	-0.0111796	1.09187	-0.489482	0.359209	-1.49009e-09	476.491	
0.00564945	0.0330061	0.0108391	1.09208	-1.09597	0.308548	-1.49009e-09	478.655	
0.00565256	0.0262815	0.0163587	1.0925	-0.713271	-0.45915	-1.49009e-09	478.587	
0.00565158	0.0194517	0.00351178	1.09266	-0.195581	0.345457	-1.49009e-09	478.216	
0.00565094	-0.0427776	0.0126232	1.09187	0.689954	-0.320037	-1.49009e-09	479.92	
0.00564775	0.0050593	0.00779771	1.09243	-0.494745	-0.729518	-1.49009e-09	477.7	
0.00564677	-0.0517686	0.0209846	1.09095	1.7021	-0.396449	-1.49009e-09	478.535	
0.00563771	-0.0673086	0.015694	1.08931	0.472636	-1.68063	-1.49009e-09	475.232	
0.00565326	0.0273538	0.0241396	1.0924	-0.97496	-0.635417	-1.49009e-09	478.827	
0.00567974	0.0844208	-0.00276554	1.0923	0.882986	-2.22496	-1.49009e-09	479.269	
0.00565384	-0.0656528	0.0265914	1.09076	2.05897	-0.742292	-1.49009e-09	478.548	
0.00562932	0.00325773	0.011465	1.09062	0.55034	0.138302	-1.49009e-09	473.658	
0.00564522	0.0135543	-0.00173557	1.09214	-0.0870366	0.331442	-1.49009e-09	477.05	
0.00565276	-0.0153689	0.000612029	1.09285	-0.87041	0.294835	-1.49009e-09	476.836	
0.00565317	-0.0227519	0.00198853	1.09276	0.396305	-0.0805237	-1.49009e-09	479.267	
0.00565043	0.0167993	0.0111694	1.09255	1.22518	-0.00583475	-1.49009e-09	478.229	
0.00564439	-0.032466	-0.0038507	1.09166	-0.745867	-1.15171	-1.49009e-09	476.431	
0.00565785	-0.0485307	0.0312574	1.09192	2.81064	-1.67899	-1.49009e-09	481.371	
0.00561804	0.0481223	0.00844657	1.0885	-1.282	-0.412423	-1.49009e-09	474.561	
0.00563178	0.0331713	0.015194	1.09032	-0.52886	1.85873	-1.49009e-09	475.086	
0.00563656	-0.0514144	0.00117987	1.09018	0.959498	-0.764188	-1.49009e-09	476.919	
0.00564889	0.0442619	0.00200969	1.09168	0.419291	0.43623	-1.49009e-09	478.888	
0.00562528	0.0441123	0.0183936	1.08925	-2.00217	-1.80336	-1.49009e-09	474.116	
0.00564645	-0.00599225	-0.00842248	1.0923	-0.945463	-0.640759	-1.49009e-09	477.165	
0.00562871	0.00279059	-0.00730783	1.0906	0.398342	0.13381	-1.49009e-09	474.334	
0.00565672	0.029383	0.0189185	1.09278	0.21793	-0.207835	-1.49009e-09	479.613	
0.00564269	0.00336232	0.011678	1.09192	0.374257	-1.07977	-1.49009e-09	476.92	
0.00564992	-0.0192433	-0.00178193	1.09251	-0.221994	0.0989948	-1.49009e-09	476.882	
0.00565394	-0.0116429	0.0114043	1.09295	-0.053272	-1.235	-1.49009e-09	478.455	
0.00564104	-0.046764	-0.00209013	1.09082	1.02064	-0.0150264	-1.49009e-09	477.955	
0.00565672	0.0647729	-0.00142646	1.09142	-2.10372	-1.11072	-1.49009e-09	480.635	
0.00562918	-0.0232607	-0.0102351	1.09038	-2.33315	-1.44613	-1.49009e-09	474.899	
0.00564185	-0.00663665	-0.00179243	1.09188	0.260472	-0.0260976	-1.49009e-09	476.706	
0.00564311	-0.0085455	0.00140431	1.09199	-0.318251	0.282123	-1.49009e-09	476.026	
0.0056433	0.0134068	0.0226198	1.09173	0.0471232	-0.100346	-1.49009e-09	476.755	
0.00563355	-0.0425057	0.00663466	1.09025	-0.797571	-0.896862	-1.49009e-09	476.774	
0.00562853	0.0384251	0.00859309	1.0899	-0.279019	0.242004	-1.49009e-09	475.147	
0.00565351	0.042933	0.00831026	1.09215	-0.820738	0.497403	-1.49009e-09	480.138	
0.00563232	-0.0559869	0.00153353	1.08954	2.28846	-0.517453	-1.49009e-09	476.67	
0.00564087	-0.0318083	-0.00826191	1.09131	0.308399	-0.742543	-1.49009e-09	477.624	
0.0056446	0.0494859	0.016152	1.09093	-2.58081	0.42595	-1.49009e-09	478.829	
0.00565202	0.0132896	-0.0107585	1.09275	-0.237585	0.162779	-1.49009e-09	478.596	
0.00564658	-0.0320995	0.012285	1.09182	0.880292	0.109478	-1.49009e-09	477.734	
0.00563875	0.0574917	0.0203381	1.0899	-2.09253	-0.864635	-1.49009e-09	476.216	
0.00564356	0.00260653	0.00993941	1.09202	-0.687005	1.11685	-1.49009e-09	476.392	
0.00565474	0.0289952	0.00615765	1.09275	0.382658	-0.24481	-1.49009e-09	479.482	
0.00564941	0.0804966	0.0157045	1.08955	0.596171	1.50216	-1.49009e-09	477.086	
0.00565272	-0.00158907	0.00542043	1.09294	-1.52104	0.904082	-1.49009e-09	477.966	
0.00564908	0.00162215	-0.0216466	1.09239	-0.112393	1.79291	-1.49009e-09	478.651	
0.00562744	0.0161677	0.0205581	1.09019	-0.409157	-0.896361	-1.49009e-09	473.696	
0.00564538	-0.0117447	0.0156157	1.09207	-0.113738	-0.805514	-1.49009e-09	476.703	
0.00565703	0.053717	0.0288909	1.09167	-2.29856	-1.35407	-1.49009e-09	480.607	
0.00563107	-0.0078961	0.00847285	1.0908	-0.481979	-0.423769	-1.49009e-09	474.117	
0.00565134	0.00457483	-0.00362202	1.0928	1.65084	-0.251814	-1.49009e-09	477.966	
0.00565215	-0.042036	-0.00432735	1.09208	0.348805	1.00398	-1.49009e-09	479.181	
0.00562975	0.00780335	-0.00649478	1.09068	0.30165	0.0313492	-1.49009e-09	473.064	
0.00563162	0.0122595	0.00349748	1.09084	1.2595	-0.613076	-1.49009e-09	474.632	
0.00565523	-0.0184369	0.0229765	1.0928	-0.944048	-1.14355	-1.49009e-09	479.375	
0.0056343	0.0265625	-0.00224854	1.09084	-1.04276	-1.11897	-1.49009e-09	475.994	
0.00563467	-0.0403523	0.0241821	1.09019	0.650137	-0.847419	-1.49009e-09	476.928	
0.0056526	0.0621902	0.00850236	1.09114	-2.54983	1.20434	-1.49009e-09	480.082	
0.00563494	0.0449442	0.00115108	1.09031	-0.577778	-0.0519624	-1.49009e-09	476.315	
0.00565	-0.00575886	0.0144342	1.09258	0.861598	-0.819891	-1.49009e-09	478.541	
0.00564831	0.00019561	0.0319163	1.09206	0.0368304	-0.0213481	-1.49009e-09	477.707	
0.00564125	-0.0176307	0.018214	1.09155	-1.1389	-0.125369	-1.49009e-09	476.574	
0.00564692	-0.0165976	-0.00851299	1.09223	-1.16704	0.456016	-1.49009e-09	477.069	
0.00564272	0.0339292	0.0111298	1.0914	-1.0864	-0.423188	-1.49009e-09	477.369	
0.00565276	0.0445169	0.00421649	1.09204	-0.7231	-0.0116377	-1.49009e-09	479.88	
0.00565283	0.0212867	0.00916285	1.09272	-0.138771	-0.3411	-1.49009e-09	478.196	
0.00563629	-0.0161302	0.00649325	1.09123	-0.868533	-0.341966	-1.49009e-09	475.74	
0.00563854	0.0316696	-0.00485919	1.09111	0.0228096	0.601064	-1.49009e-09	476.212	
0.00562072	-0.0468444	0.000652494	1.08885	0.829548	-0.211418	-1.49009e-09	474.952	
0.00563544	-0.00883758	0.01433	1.09115	0.0979545	0.574645	-1.49009e-09	475.811	
0.0056319	0.0356019	-0.00697323	1.09033	-0.708109	-0.56194	-1.49009e-09	475.272	
0.00564662	0.0265581	0.0314978	1.09159	0.337781	0.0594497	-1.49009e-09	477.909	
0.00563259	0.0258329	0.00658243	1.09068	0.184776	0.0796868	-1.49009e-09	475.758	
0.00564538	-0.0233911	-0.014157	1.0919	-0.112279	-2.12331	-1.49009e-09	477.259	
0.00565451	0.00407729	-0.0203256	1.09293	0.0262756	-0.195964	-1.49009e-09	478.968	
0.00565298	0.0208233	-0.00344035	1.09277	-0.382663	0.348342	-1.49009e-09	478.531	
0.00565012	0.0540391	0.00779897	1.09134	-3.04961	-0.627755	-1.49009e-09	479.844	
0.00564529	-0.0191231	-0.0110931	1.09201	-0.957018	-0.526523	-1.49009e-09	476.551	
0.00564468	0.0074811	0.0099312	1.09211	-0.0696945	-0.632585	-1.49009e-09	476.559	
0.00564934	-0.0478903	0.00830337	1.09154	2.56955	0.0451936	-1.49009e-09	480.256	
0.00564821	-0.0169388	0.0160545	1.09227	-0.0470106	-0.766456	-1.49009e-09	478.353	
0.00565565	-0.00270286	0.0218925	1.09301	0.41829	-0.0896111	-1.49009e-09	478.682	
0.00563547	-0.0267235	0.0224585	1.09073	0.749627	0.0804803	-1.49009e-09	476.465	
0.00564862	0.00995163	-0.0100712	1.09247	1.51964	-0.407162	-1.49009e-09	476.489	
0.0056409	-0.00230892	0.00839323	1.09178	-0.384439	-0.498117	-1.49009e-09	476.212	
0.00565646	0.0233138	0.0274163	1.09272	-0.142379	-0.416044	-1.49009e-09	479.664	
0.00563793	-0.02363	0.00511896	1.09125	-0.149388	0.116167	-1.49009e-09	476.456	
0.00564231	0.00150421	0.00611436	1.09193	-0.478646	-1.13305	-1.49009e-09	476.266	
0.00565349	0.0309302	0.0214632	1.09238	-0.224297	-0.32024	-1.49009e-09	478.902	
0.00565043	0.0495006	0.0111719	1.09155	-1.98984	-0.242537	-1.49009e-09	480.532	
0.00565242	-0.0137556	0.00197481	1.09284	0.393834	-1.49417	-1.49009e-09	478.32	
0.00563275	0.0114723	-0.00908941	1.09092	-0.93222	-0.325466	-1.49009e-09	474.075	
0.00564281	-0.0367966	0.0109755	1.09132	0.980172	0.0113864	-1.49009e-09	477.001	
0.00566228	0.0624667	0.018377	1.09194	-2.23615	-0.644957	-1.49009e-09	479.886	
0.005649	0.0249089	-0.00047398	1.09231	-0.612639	0.583644	-1.49009e-09	477.05	
0.00564587	0.0121287	-0.0046786	1.09221	0.647628	1.38323	-1.49009e-09	475.794	
0.00564829	-0.00341252	-0.0130804	1.09244	1.05702	-0.801781	-1.49009e-09	476.553	
0.0056266	-0.0271555	0.00938959	1.09005	0.650821	1.48009	-1.49009e-09	474.41	
0.00564535	0.00956658	0.0176726	1.09206	0.53788	0.496561	-1.49009e-09	477.199	
0.00565191	-0.0434935	0.0126393	1.09194	0.315949	0.0994236	-1.49009e-09	479.667	
0.00565119	-0.0177254	0.022362	1.09243	-0.802507	0.0935982	-1.49009e-09	478.641	
0.00564712	-0.0188803	-0.0122265	1.09218	-0.995707	-0.40637	-1.49009e-09	478.03	
0.00564073	0.0700175	0.0111437	1.08949	-1.19385	0.528023	-1.49009e-09	476.442	
0.00563239	0.0592228	0.0137293	1.08929	-3.27191	-1.11092	-1.49009e-09	475.024	
0.00564041	0.0135035	-0.00188698	1.09168	-0.20854	0.290406	-1.49009e-09	474.902	
0.00564931	0.0544592	0.0277664	1.09091	-1.85946	-1.21059	-1.49009e-09	478.173	
0.00565679	0.0224831	0.0254697	1.09282	0.232313	-0.266748	-1.49009e-09	480.151	
0.00563796	0.0119103	-0.00243991	1.09146	0.239537	0.625856	-1.49009e-09	475.029	
0.00564783	0.0129364	-0.00534422	1.09239	0.762628	0.0922445	-1.49009e-09	476.881	
0.00562974	-0.0187927	-0.00606277	1.09055	-1.40908	-2.65419	-1.49009e-09	473.623	
0.00564739	0.0271998	0.0168207	1.09197	-0.425345	-0.0586678	-1.49009e-09	477.204	
0.00567961	0.0844456	0.00607453	1.09227	1.04954	0.726282	-1.49009e-09	480.489	
0.00564019	-0.0187186	-0.00126462	1.09158	-2.24624	0.103364	-1.49009e-09	475.941	
0.00563541	0.0220121	0.00975616	1.09101	1.33504	-0.142967	-1.49009e-09	474.373	
0.00565216	-0.0274427	0.00724998	1.09253	0.407298	-0.0198842	-1.49009e-09	478.137	
0.00564848	-0.0612674	0.0011208	1.09082	2.92867	1.5887	-1.49009e-09	478.319	
0.00564323	-0.0327046	0.027984	1.09119	0.485579	-0.917418	-1.49009e-09	477.97	
0.00565578	0.0192992	0.00472229	1.09307	-0.250938	0.0578526	-1.49009e-09	479.028	
0.00565345	0.0505053	0.0227418	1.09162	-1.11937	-3.38722	-1.49009e-09	481.138	
0.00564846	-0.00727152	0.0103545	1.09247	-0.193408	0.1273	-1.49009e-09	477.509	
0.00564038	-0.0476201	0.00927045	1.09068	0.751129	-0.528475	-1.49009e-09	477.126	
0.00563629	-0.000981159	-0.0132057	1.09128	-1.23271	0.647884	-1.49009e-09	474.398	
0.00563513	-0.0380355	-0.00675681	1.09057	-3.24681	-1.34525	-1.49009e-09	475.914	
0.0056581	-0.00925032	0.019715	1.09326	0.404025	-0.0640154	-1.49009e-09	479.546	
0.00563656	0.0709327	0.0269078	1.08875	-0.545349	1.55731	-1.49009e-09	476.151	
0.00565161	0.0360985	0.0204159	1.09206	-0.74139	-2.98681	-1.49009e-09	479.249	
0.00564673	-0.0159615	0.01746	1.09212	0.0729191	-1.10733	-1.49009e-09	477.159	
0.00565013	0.00757407	-0.0019536	1.09267	0.270336	-0.178828	-1.49009e-09	477.708	
0.00565675	-0.013665	0.000271555	1.09326	-1.24872	1.37784	-1.49009e-09	478.801	
0.0056454	-0.00729584	0.012094	1.09215	-1.61777	-1.36024	-1.49009e-09	477.376	
0.00563131	-0.00844681	0.0200105	1.09066	-1.23037	3.06202	-1.49009e-09	474.92	
0.00564012	0.0093695	0.00684632	1.09167	0.756092	-3.19068	-1.49009e-09	476.028	
0.00563971	0.018022	0.0144454	1.09145	0.0740424	0.0904428	-1.49009e-09	476.074	
0.00565308	0.0232234	0.00743276	1.09272	-0.462742	0.133072	-1.49009e-09	478.67	
0.00563678	0.0104499	0.00146186	1.09136	1.03194	-0.860465	-1.49009e-09	474.817	
0.00565519	0.0109432	0.0085825	1.0931	0.385872	0.269216	-1.49009e-09	479.285	
0.00562515	-0.0311439	-0.0335181	1.08932	-0.834957	0.147167	-1.49009e-09	474.622	
