E(keV)	Px(MeV/c)	Py(MeV/c)	Pz(MeV/c)	X(mm)	Y(mm)	Z(mm)	T(ns)
0.00565182	-0.000665461	-0.00944894	1.09283	-0.10422	-0.0133699	-1.49009e-09	478.735	
0.00564781	-0.0267233	0.0245467	1.09188	-0.942206	-0.606533	-1.49009e-09	478.791	
0.00565033	0.00737057	-0.00323036	1.09269	0.153267	1.00514	-1.49009e-09	476.855	
0.00564867	-0.0205055	0.00148551	1.09237	-0.187944	-0.94008	-1.49009e-09	477.511	
0.00563724	-0.00287687	-0.00379233	1.09145	-1.56162	-0.0224244	-1.49009e-09	474.441	
0.00565506	-0.0604509	-0.0103923	1.09146	3.15739	1.3212	-1.49009e-09	478.641	
0.00562746	-0.0315235	-0.00109284	1.09005	-0.474221	1.27236	-1.49009e-09	474.827	
0.00563893	-0.0495581	-0.00124962	1.09049	2.55503	0.295389	-1.49009e-09	477.238	
0.00564381	0.0481274	-0.014015	1.09094	-2.63077	0.796583	-1.49009e-09	478.385	
0.00565886	0.0731166	0.00220331	1.0911	-1.66273	-0.104556	-1.49009e-09	479.244	
0.00565295	0.0463205	0.0113765	1.09193	-1.33887	0.336094	-1.49009e-09	479.947	
0.00565202	0.0581792	0.00137289	1.09134	-2.27818	0.0963304	-1.49009e-09	479.761	
0.00565155	-0.0351336	0.0138633	1.09219	-0.569462	1.77209	-1.49009e-09	479.672	
0.00565254	-0.0341144	0.00319818	1.0924	0.625369	-0.166497	-1.49009e-09	479.574	
0.00565602	0.000630745	-0.0159074	1.09316	2.02556	1.5961	-1.49009e-09	478.297	
0.00565358	-0.0499147	0.00574959	1.09188	1.73358	-0.204919	-1.49009e-09	480.314	
0.00564974	0.0424117	0.0127441	1.09177	-1.19943	0.260674	-1.49009e-09	479.171	
0.00564666	-0.0163991	0.0126026	1.09217	-0.398276	0.363201	-1.49009e-09	477.487	
0.00565393	-0.0422027	0.0212391	1.09205	-0.90158	-1.41086	-1.49009e-09	480.559	
0.00563632	0.0425925	0.00612797	1.09052	-0.187914	1.19122	-1.49009e-09	476.45	
0.00564735	-0.0021986	-0.0117614	1.09237	-0.0534318	-0.472594	-1.49009e-09	477.784	
0.00565358	-0.0270182	0.028833	1.09232	-0.0624206	-0.591921	-1.49009e-09	479.646	
0.00564365	0.0469552	-0.0092542	1.09103	-1.25076	-1.51976	-1.49009e-09	478.423	
0.0056472	-0.0826872	-0.0147427	1.08919	-0.827594	-0.150715	-1.49009e-09	477.583	
0.00564226	-0.0729219	0.00786419	1.08947	1.48172	-0.0450912	-1.49009e-09	475.974	
0.00565059	0.0182363	0.00588333	1.09258	0.414543	1.55492	-1.49009e-09	477.527	
0.0056412	-0.0598276	-0.0114083	1.09014	3.03081	1.98629	-1.49009e-09	475.277	
0.00563989	-0.0492017	0.0318065	1.09014	2.18157	-1.27663	-1.49009e-09	476.157	
0.00562749	0.0170916	-0.00291848	1.09037	0.626926	-0.370993	-1.49009e-09	474.11	
0.00563673	-0.00728616	0.0110914	1.09133	0.050148	-0.166465	-1.49009e-09	475.533	
0.00564418	-0.0178805	-0.00291926	1.09198	0.183665	-0.264602	-1.49009e-09	476.663	
0.00565084	0.060734	0.0301314	1.09067	-1.03307	-0.970636	-1.49009e-09	480.355	
0.00563678	-0.000139567	0.0235137	1.09116	-0.217424	0.127345	-1.49009e-09	475.872	
0.00563901	0.0559018	0.0127553	1.09012	-2.53516	0.0391191	-1.49009e-09	476.529	
0.00564784	-0.0159301	-0.00272199	1.09236	0.270757	-0.75676	-1.49009e-09	477.518	
0.00565365	0.0220424	0.0175971	1.09268	-0.0638861	-0.0670069	-1.49009e-09	478.729	
0.00565647	0.00588694	0.00518436	1.09329	-0.2174	-0.0230314	-1.49009e-09	478.139	
0.00564024	0.041407	0.0136445	1.09087	-1.61619	-1.06737	-1.49009e-09	477.099	
0.00562764	-0.0164238	0.00405596	1.09039	-0.0945295	-0.74633	-1.49009e-09	473.929	
0.00564853	-0.0239081	0.000102156	1.09229	-0.825501	-0.248101	-1.49009e-09	477.845	
0.0056521	0.00807147	0.0125241	1.09279	0.185426	-0.126277	-1.49009e-09	478.379	
0.0056556	0.00725291	0.00360315	1.0932	0.263195	-0.0357623	-1.49009e-09	477.94	
0.00565292	-0.013985	-0.00687291	1.09286	-1.52581	-2.57396	-1.49009e-09	478.058	
0.00565819	0.0219489	0.028287	1.0929	0.882805	-0.240717	-1.49009e-09	480.045	
0.00562673	0.0230666	0.0147531	1.09009	0.308373	0.309414	-1.49009e-09	474.155	
0.0056407	0.0331949	0.0203599	1.0911	1.12968	0.136456	-1.49009e-09	476.211	
0.00564026	-0.0118679	0.00257962	1.09168	-0.758158	-1.39021	-1.49009e-09	475.913	
0.00565544	0.0292868	-0.00426708	1.09282	-0.088158	-0.172324	-1.49009e-09	479.246	
0.00563727	-0.0329216	-0.0104522	1.09091	-0.2709	-0.21237	-1.49009e-09	475.811	
0.00564481	0.0186515	-0.00441509	1.09202	0.215072	-0.0455945	-1.49009e-09	477.352	
0.00564815	-0.0237711	-0.0075493	1.09223	0.662347	0.261637	-1.49009e-09	478.18	
0.00562865	-0.0359118	-0.00170243	1.09003	-0.619644	-0.775847	-1.49009e-09	474.599	
0.00564138	0.0163355	0.0102217	1.09169	0.11622	0.198615	-1.49009e-09	476.549	
0.00564433	0.000656962	-0.0146446	1.09204	-0.574666	1.15634	-1.49009e-09	476.743	
0.00565668	0.0159957	-0.00370569	1.09321	1.67591	1.04529	-1.49009e-09	479.123	
0.00563502	-0.0562406	0.0211638	1.08958	2.64779	-1.21422	-1.49009e-09	476.63	
0.00565087	0.0111496	0.0208635	1.09252	-0.961011	0.0482321	-1.49009e-09	478.221	
0.00563973	-0.0221422	0.00793623	1.09144	-1.37228	-1.3287	-1.49009e-09	474.585	
0.00565017	0.0160007	0.000958856	1.09259	-0.0525015	0.346967	-1.49009e-09	478.639	
0.00565384	-0.00237772	-0.00317344	1.09305	1.39247	2.36689	-1.49009e-09	478.839	
0.00564368	0.041459	0.00210164	1.09129	-0.684149	-0.411364	-1.49009e-09	477.964	
0.00565139	-0.0325022	0.0188383	1.09218	1.8859	1.08402	-1.49009e-09	479.582	
0.00565154	0.0102399	-0.0101921	1.09274	-0.430655	-0.348252	-1.49009e-09	477.833	
0.00564944	0.0873908	0.00944665	1.08909	2.23812	0.582938	-1.49009e-09	473.03	
0.00564822	-0.0130299	-0.0160748	1.09232	0.245328	-0.90922	-1.49009e-09	477.702	
0.00563014	-0.0482646	-0.0129923	1.08962	2.14559	-0.558594	-1.49009e-09	475.249	
0.00563035	0.0136509	-0.00732018	1.09068	0.480311	-0.000757287	-1.49009e-09	474.565	
0.00564731	-0.0125535	-0.00277588	1.09235	-0.05023	0.0471962	-1.49009e-09	477.554	
0.00563581	0.0378782	-0.000386796	1.09066	-0.73167	-0.125404	-1.49009e-09	476.603	
0.00564983	-0.0035376	0.00122957	1.09267	0.0918956	0.673111	-1.49009e-09	477.023	
0.00565534	0.0141912	0.0241558	1.09285	1.82513	-1.14708	-1.49009e-09	479.645	
0.00562971	0.0751877	0.0145725	1.08803	-0.732932	1.03368	-1.49009e-09	475.028	
0.00562271	0.000621757	0.00517819	1.09004	0.215095	-0.815448	-1.49009e-09	473.413	
0.00565069	0.00747274	-0.0191165	1.09256	-1.00922	-0.562576	-1.49009e-09	478.095	
0.00564147	-0.0114781	0.0134606	1.09172	0.085168	0.110655	-1.49009e-09	475.61	
0.00563683	-0.089172	0.00876641	1.08773	-2.90004	0.862566	-1.49009e-09	475.093	
0.00567141	0.0861241	0.0174449	1.09123	2.16983	1.68043	-1.49009e-09	479.362	
0.00562657	-0.0332025	-0.00197772	1.08991	-0.431656	0.565525	-1.49009e-09	474.076	
0.00563484	0.0290308	-0.0078594	1.09081	1.68611	1.54805	-1.49009e-09	476.009	
0.00565276	-0.0338719	0.00396735	1.09242	-1.14237	0.116117	-1.49009e-09	479.275	
0.00565421	0.0573539	0.00521511	1.09158	-1.73013	-1.16754	-1.49009e-09	481.085	
0.00565363	0.000521934	-0.000874577	1.09304	-1.32326	-0.0328754	-1.49009e-09	478.684	
0.00563511	0.013585	-0.00291028	1.09116	-0.579552	0.541945	-1.49009e-09	475.714	
0.00565412	0.0116631	-0.0157653	1.09291	-0.778253	-0.260147	-1.49009e-09	478.506	
0.00565121	-0.0125151	0.0102206	1.09269	1.57334	1.27884	-1.49009e-09	478.635	
0.00564502	0.0373204	0.0155056	1.09146	0.278786	-0.000591508	-1.49009e-09	478.137	
0.00564293	-0.00536177	-0.00207217	1.09199	-1.19196	0.368136	-1.49009e-09	477.08	
0.00563729	-0.0372006	-0.00493414	1.09082	-2.3418	2.6666	-1.49009e-09	476.597	
0.00565489	0.0031284	0.0186075	1.093	0.35795	-0.804693	-1.49009e-09	478.66	
0.00564445	0.0057133	0.00338715	1.09213	-1.40328	-1.38905	-1.49009e-09	476.616	
0.00565342	-0.0541183	0.0263738	1.09136	3.00956	-0.630459	-1.49009e-09	479.343	
0.0056476	0.0136629	0.0226954	1.09214	-1.19974	0.901148	-1.49009e-09	476.779	
0.00564937	0.0593764	0.000969973	1.09101	-2.54468	0.203557	-1.49009e-09	479.055	
0.00564146	0.0115056	0.0181157	1.09165	-2.14119	2.1686	-1.49009e-09	476.613	
0.00562844	0.0037645	0.020568	1.0904	-1.32098	2.36999	-1.49009e-09	473.498	
0.00565892	0.0894135	0.0192271	1.08972	3.33298	2.47609	-1.49009e-09	473.438	
0.00564481	-0.0203678	-0.00338234	1.09199	-0.183966	1.23086	-1.49009e-09	477.332	
0.00563581	0.0143136	-0.010582	1.09117	-0.14938	0.0962189	-1.49009e-09	475.426	
0.00564292	0.0276775	0.0142936	1.09156	-0.0429589	0.178187	-1.49009e-09	476.499	
0.0056551	0.0293753	-0.00119995	1.09279	-0.578163	0.507061	-1.49009e-09	479.186	
0.00565114	-0.00216068	0.0250264	1.09251	0.321739	0.182649	-1.49009e-09	478.282	
0.00566124	0.0721451	0.0155766	1.09128	-1.31622	1.59669	-1.49009e-09	480.497	
0.00562795	-0.00894896	0.0174451	1.09038	-0.0752114	0.0849232	-1.49009e-09	473.843	
0.0056444	0.00673041	-0.0118425	1.09206	0.00755677	-0.0956195	-1.49009e-09	475.221	
0.00565028	-0.0703506	0.00547417	1.09044	1.82333	1.70442	-1.49009e-09	477.179	
0.00562843	0.00838565	0.00847886	1.09054	0.131742	0.278883	-1.49009e-09	472.965	
0.00564833	0.00332409	-0.0119306	1.09246	0.297007	0.895032	-1.49009e-09	477.623	
0.00565115	-0.0161811	-0.0177524	1.09254	-0.509754	-0.895964	-1.49009e-09	479.003	
0.00563547	0.00609932	0.0358631	1.09068	-0.181908	0.654183	-1.49009e-09	476.281	
0.00564754	-0.0414014	0.0257463	1.09136	-1.98504	-1.48915	-1.49009e-09	478.426	
0.0056316	0.0218899	0.00487318	1.09068	1.53449	-1.21042	-1.49009e-09	473.985	
0.00564017	-0.0223768	-0.00185372	1.09151	0.590386	0.344676	-1.49009e-09	476.421	
0.00565184	0.0215193	0.0145626	1.09256	0.48163	-0.536958	-1.49009e-09	478.571	
0.00563862	-0.0684299	0.0113399	1.08938	2.28259	0.377357	-1.49009e-09	475.46	
0.00565229	-0.00983904	-0.0264745	1.09255	-1.28013	0.0256191	-1.49009e-09	478.782	
0.00565461	0.0190564	0.0136845	1.09288	-0.222382	-0.429786	-1.49009e-09	478.569	
0.0056444	0.0371391	0.0208427	1.09132	0.167149	-0.432932	-1.49009e-09	478.078	
0.00563474	-0.00193184	0.00390116	1.0912	-0.440808	-0.08416	-1.49009e-09	474.545	
0.00563352	-0.00394394	0.00360924	1.09108	0.037498	1.39445	-1.49009e-09	473.912	
0.00562905	0.0439576	0.0172986	1.08964	-1.10636	-0.235707	-1.49009e-09	474.956	
0.00564892	-0.0357526	0.0218476	1.09178	0.822035	-0.860206	-1.49009e-09	477.85	
0.00564973	-0.0303126	-0.00937617	1.0922	-0.358813	-1.16091	-1.49009e-09	479.03	
0.0056425	-0.0043378	0.0262258	1.09164	0.279465	0.000221065	-1.49009e-09	477.006	
0.00565461	0.0221063	0.0186968	1.09275	-0.569012	-2.05794	-1.49009e-09	478.66	
0.00565457	-0.00426448	7.83695e-05	1.09312	-0.317232	1.06031	-1.49009e-09	478.428	
0.00565131	0.00182007	0.0076834	1.09279	-1.15206	0.5036	-1.49009e-09	478.419	
0.00563499	0.0254681	0.00349927	1.09093	0.0763461	0.172216	-1.49009e-09	476.06	
0.0056371	0.0413047	-0.00527195	1.09065	-1.46409	2.05167	-1.49009e-09	477.917	
0.00563942	0.0122453	-0.00133095	1.0916	-0.175422	0.552078	-1.49009e-09	475.412	
0.00565198	-0.0378715	0.0111433	1.09217	0.73649	-2.25259	-1.49009e-09	478.538	
0.00565546	-0.0158124	0.0244905	1.09283	0.259085	-0.0875526	-1.49009e-09	479.58	
0.0056547	-0.0268725	0.00880969	1.09278	1.1167	-1.26231	-1.49009e-09	479.016	
0.00565573	0.0355917	0.0238563	1.0924	-4.00672	-1.57249	-1.49009e-09	478.652	
0.00565468	-0.0376899	-0.00405319	1.09249	0.0217488	0.0410911	-1.49009e-09	479.794	
0.005652	0.0421149	-0.00826055	1.09204	-0.627737	0.749896	-1.49009e-09	479.893	
0.00564005	0.0322617	0.00606543	1.09123	-0.755286	-0.331438	-1.49009e-09	476.858	
0.0056458	0.0149653	0.00201362	1.09218	0.100941	-0.484338	-1.49009e-09	477.41	
0.00565279	0.0102236	-0.00876607	1.09288	0.303399	0.39327	-1.49009e-09	478.094	
0.00564745	0.0144109	-0.0134983	1.09226	0.148332	-0.0783165	-1.49009e-09	478.046	
0.00562592	-0.0382594	-0.0148228	1.08959	0.0373877	-1.53997	-1.49009e-09	474.331	
0.00562236	-0.0011226	-0.00543705	1.09	-0.577696	0.120608	-1.49009e-09	472.808	
0.00564329	-0.0405975	-0.0201012	1.0911	-0.936037	-1.00842	-1.49009e-09	477.2	
0.00563477	-0.0410096	0.00530094	1.09043	1.68337	2.25556	-1.49009e-09	476.592	
0.00563057	0.0210049	0.0173675	1.09047	-2.34518	1.01984	-1.49009e-09	474.391	
0.00564511	0.0266478	0.0053712	1.09188	0.197885	-0.443185	-1.49009e-09	476.451	
0.005652	-0.0233626	0.0325611	1.09215	-0.0956446	-0.284378	-1.49009e-09	480.106	
0.00565407	0.0380989	0.0245194	1.09214	-1.90689	2.29401	-1.49009e-09	480.324	
0.00565471	-0.0452451	0.000382927	1.09221	0.739002	-0.267733	-1.49009e-09	480.837	
0.005638	-0.0138334	-0.011887	1.09138	-0.541014	-1.32481	-1.49009e-09	475.652	
0.0056501	0.0272376	-0.0051272	1.09235	3.06594	0.433535	-1.49009e-09	478.646	
0.00565575	0.0119486	0.00308489	1.09318	1.51116	0.23759	-1.49009e-09	478.838	
0.00564959	-0.043669	0.0296802	1.09137	1.31393	-1.41409	-1.49009e-09	478.778	
0.00564927	-0.00973123	0.0143547	1.09248	-0.451114	-0.0575652	-1.49009e-09	478.431	
0.00562435	-0.0674151	0.00134879	1.08812	2.03891	-0.035461	-1.49009e-09	474.367	
0.00563995	0.0435717	-0.00834857	1.09082	-1.8933	1.22954	-1.49009e-09	478.052	
0.00565445	0.0241823	0.00652233	1.09283	-0.177647	0.0679893	-1.49009e-09	478.941	
0.00563388	0.0466934	-0.0213434	1.08992	-1.13888	1.92059	-1.49009e-09	476.521	
0.00562968	-0.017711	-0.00184632	1.09058	-0.384169	0.0607045	-1.49009e-09	474.626	
0.00565179	0.043622	0.0232823	1.09174	0.111715	-2.07298	-1.49009e-09	479.309	
0.00564822	-0.0420941	-0.000894522	1.09171	0.258141	-0.101178	-1.49009e-09	478.707	
0.00562257	-0.0353593	0.0178498	1.08931	0.397527	1.04315	-1.49009e-09	474.103	
0.00564756	0.0274983	0.00480223	1.0921	-0.767554	1.38644	-1.49009e-09	477.468	
0.00563235	-0.00831303	-0.00425112	1.09094	-0.183902	0.110881	-1.49009e-09	474.986	
0.00566535	0.0853712	0.0270136	1.0905	2.17096	0.679605	-1.49009e-09	477.356	
0.00565051	-0.051029	0.0175069	1.09141	1.28295	-0.715934	-1.49009e-09	479.629	
0.0056527	0.0709274	0.0274868	1.0903	0.173101	-0.200673	-1.49009e-09	480.454	
0.00565146	-0.0317548	0.0114222	1.09231	-0.319448	2.2827	-1.49009e-09	479.643	
0.00562582	-0.0459451	0.00468562	1.08937	0.715495	-0.926159	-1.49009e-09	474.412	
0.0056387	-0.0311018	0.0299382	1.09074	0.147385	-0.356283	-1.49009e-09	476.62	
0.00563611	-0.0954211	0.00415612	1.08716	-4.9074	-0.42593	-1.49009e-09	478.702	
0.00564581	-0.0213943	0.00408142	1.09207	-1.99167	0.404268	-1.49009e-09	477.381	
0.00565339	-0.0133751	0.00459528	1.09293	1.31966	-2.20208	-1.49009e-09	478.843	
0.00565396	0.0644603	0.00340664	1.09116	-2.36525	-0.482007	-1.49009e-09	479.925	
0.00563861	0.0287333	0.0159377	1.09109	-0.322632	1.35972	-1.49009e-09	476.152	
0.00564462	-0.0113594	0.00111868	1.09211	-1.52522	-0.853402	-1.49009e-09	476.57	
0.00565158	0.0441774	0.00671408	1.09193	-0.520934	0.019791	-1.49009e-09	479.544	
0.00564065	0.011628	0.000487696	1.09172	-0.519526	-0.399789	-1.49009e-09	476.291	
0.00565167	-0.0448065	-0.0012506	1.09193	1.55728	-0.106263	-1.49009e-09	479.908	
0.00562679	0.0267519	0.0216085	1.0899	-0.691432	2.3623	-1.49009e-09	474.098	
0.00563194	-0.0104482	0.00402785	1.09088	-0.467859	0.216037	-1.49009e-09	474.912	
0.00564546	-0.0468145	0.0124904	1.09118	1.19626	-0.141615	-1.49009e-09	478.742	
0.0056523	0.0607362	-0.0026942	1.09122	-2.28111	1.07689	-1.49009e-09	479.531	
0.00565289	-0.0337445	0.0123889	1.09238	-1.8147	-1.09842	-1.49009e-09	479.148	
0.00561985	0.00294468	-0.0337612	1.08924	1.71253	-0.117899	-1.49009e-09	473.41	
0.00565179	-0.0449012	0.00903833	1.0919	1.03075	0.0905785	-1.49009e-09	480.012	
0.00564977	0.0315296	0.0172416	1.09208	-0.626985	-0.627578	-1.49009e-09	479.184	
0.00564742	0.0141262	0.000928124	1.09235	0.27042	0.878494	-1.49009e-09	476.482	
0.00565652	-0.019286	-0.00174381	1.09315	0.562906	0.526443	-1.49009e-09	479.162	
0.00564712	0.0123248	0.00731319	1.09232	0.382555	-0.391476	-1.49009e-09	477.256	
0.00564619	0.0156719	0.0105426	1.09216	0.338771	0.419845	-1.49009e-09	477.397	
0.00565889	-0.080218	-0.00888411	1.09057	-0.223303	0.322819	-1.49009e-09	477.993	
0.00563059	-0.0219497	-0.0189353	1.09043	-0.866388	-0.855257	-1.49009e-09	474.714	
0.00564398	-0.0158205	0.00325395	1.09199	-0.378424	-0.548835	-1.49009e-09	476.594	
0.00564583	-0.0560327	0.0286768	1.09047	2.77498	-1.13056	-1.49009e-09	477.841	
0.00565382	0.00663425	0.00886657	1.093	0.0800286	0.0264261	-1.49009e-09	478.141	
0.00564599	0.00798074	0.0101586	1.09223	-0.228815	0.18535	-1.49009e-09	476.695	
0.00563106	0.0187852	0.00160918	1.09069	-0.576866	0.791413	-1.49009e-09	474.416	
0.0056286	0.0808849	-0.0231462	1.08737	1.15334	-1.10741	-1.49009e-09	476.614	
0.00563407	-0.0619562	-0.00666462	1.08937	2.23105	1.02328	-1.49009e-09	475.386	
0.00562536	-0.00155852	0.0277675	1.08995	0.687424	0.167532	-1.49009e-09	474.282	
0.00563856	-0.00701477	-0.0032512	1.09156	0.0751086	0.153499	-1.49009e-09	475.755	
0.00563175	0.0499646	-0.00859628	1.08974	-1.9882	0.575263	-1.49009e-09	475.09	
0.00565114	-0.00522882	-0.00160426	1.09279	-0.756655	-0.401643	-1.49009e-09	478.293	
0.0056417	-0.0311323	0.0163754	1.09132	-1.78045	1.23305	-1.49009e-09	477.039	
0.00563799	0.0402102	0.0180791	1.09064	-0.111273	0.971598	-1.49009e-09	477.22	
0.0056255	-0.0508751	-0.0111914	1.08907	1.25425	0.171824	-1.49009e-09	475.023	
0.0056369	-0.0209354	-0.00789293	1.09119	-0.492942	-0.0184317	-1.49009e-09	475.833	
0.00564583	-0.00284954	0.0236014	1.09203	0.418174	-0.550814	-1.49009e-09	476.941	
0.00564003	0.0183265	-0.000566355	1.09157	-1.28924	-0.776029	-1.49009e-09	475.821	
0.00563596	0.0416673	0.0322311	1.09006	-1.57193	-0.966923	-1.49009e-09	476.406	
0.00564983	-0.0322392	0.0232746	1.09195	0.753303	-0.997366	-1.49009e-09	479.727	
0.00565394	0.0412811	0.0262656	1.09198	-1.62021	-1.37978	-1.49009e-09	479.847	
0.00564448	-0.0190651	0.0190344	1.09182	0.13917	0.0244187	-1.49009e-09	477.384	
0.00565231	0.0445772	0.00273034	1.092	-0.849111	0.289617	-1.49009e-09	480.189	
0.00564894	0.0152618	-0.00955538	1.09244	0.124538	0.780717	-1.49009e-09	478.459	
0.00563293	-0.00864779	-0.00597933	1.09099	-0.99633	-0.22221	-1.49009e-09	474.717	
0.00565809	0.0268764	0.0197312	1.09296	1.19314	-0.274073	-1.49009e-09	479.695	
0.00563811	-0.0118863	-0.0244961	1.0912	-0.49899	-0.816969	-1.49009e-09	475.292	
0.0056479	-0.0411644	-0.0127216	1.09164	0.677281	-0.439652	-1.49009e-09	478.326	
0.00565522	-0.0606384	0.00390797	1.0915	2.83618	-0.993732	-1.49009e-09	480.374	
0.00563188	0.0125243	-0.0199678	1.09068	2.92003	-0.447431	-1.49009e-09	474.974	
0.00563413	0.0712911	0.0158278	1.08871	-0.869536	0.131837	-1.49009e-09	475.446	
0.00564634	0.0261576	-0.00288064	1.09202	-1.26773	-1.77926	-1.49009e-09	477.281	
0.00564558	-0.000300723	0.0059556	1.09225	-0.331958	0.134399	-1.49009e-09	476.438	
0.00564318	0.0292171	0.00529932	1.09163	-0.302009	0.112227	-1.49009e-09	476.678	
0.00563771	0.0138765	0.00841898	1.09138	1.04876	-0.0923138	-1.49009e-09	475.8	
0.00564778	-0.00302576	-0.00213245	1.09247	0.169176	-0.263073	-1.49009e-09	477.751	
0.00565001	0.0300308	0.0214873	1.09207	-0.596676	-0.568199	-1.49009e-09	478.654	
0.00565007	-0.0293207	0.00309703	1.0923	-1.44917	-0.21411	-1.49009e-09	478.431	
0.00565094	-0.0294002	0.000477901	1.09239	0.685189	-0.126604	-1.49009e-09	478.419	
0.00563563	-0.0517522	0.00260133	1.09007	0.478826	0.456643	-1.49009e-09	477.078	
0.00563038	-0.0160058	-0.014681	1.09057	2.33093	-0.91892	-1.49009e-09	474.891	
0.00564714	0.0384052	0.00588206	1.09172	-1.3554	0.643158	-1.49009e-09	478.177	
0.0056523	0.0204384	0.023019	1.09248	-1.19709	0.185432	-1.49009e-09	478.367	
0.00564498	0.00171454	0.00887548	1.09217	-0.503294	0.031414	-1.49009e-09	476.248	
0.00562336	0.00276045	0.00625408	1.09009	1.53462	-2.3419	-1.49009e-09	472.865	
0.00563206	0.00571924	0.0152285	1.09083	-1.14364	0.438615	-1.49009e-09	474.644	
0.0056527	0.0381392	-0.00572233	1.09227	-0.494216	-0.274805	-1.49009e-09	479.608	
0.00564639	-0.0122557	0.00719534	1.09225	0.236805	-1.36739	-1.49009e-09	477.367	
0.00564262	0.0391631	-0.00881007	1.09124	0.0817236	-0.664881	-1.49009e-09	477.396	
0.00565075	-0.0317883	0.0126443	1.09223	0.213175	0.0918292	-1.49009e-09	478.669	
0.00565342	0.0264774	-0.0165338	1.09257	-0.452726	0.202547	-1.49009e-09	478.86	
0.00565148	-0.0710971	-0.0127381	1.09044	1.53699	1.09113	-1.49009e-09	476.176	
0.00564776	0.0326893	0.00877637	1.09195	-0.565432	-0.0216857	-1.49009e-09	479.082	
0.00564853	0.0558892	-0.0032528	1.09111	-3.19397	1.05864	-1.49009e-09	479.723	
0.00565039	-0.0458902	0.00296127	1.09176	0.254428	-1.01523	-1.49009e-09	478.655	
0.00564548	-0.0166593	-0.0190819	1.09196	-0.284163	0.0649623	-1.49009e-09	477.04	
0.0056442	0.0242285	0.000692291	1.09186	-0.115163	0.574173	-1.49009e-09	477.197	
0.00564683	0.0191099	0.00259169	1.09221	0.951942	1.13772	-1.49009e-09	477.839	
0.00565162	-0.00938198	0.0068994	1.09278	-0.688335	0.854608	-1.49009e-09	478.097	
0.00565421	0.0389312	0.0106787	1.09235	-0.940189	-0.117763	-1.49009e-09	480.221	
0.00565177	-0.00651117	0.00396091	1.09283	-0.298944	-0.939248	-1.49009e-09	478.113	
0.00564618	-0.045863	-0.0041434	1.09135	1.72031	-0.83169	-1.49009e-09	479.183	
0.00564739	0.0271771	0.021121	1.0919	0.0467771	-0.098792	-1.49009e-09	477.718	
0.00565415	0.0507037	-0.00459248	1.0919	-3.98828	0.795562	-1.49009e-09	480.108	
0.00565193	0.011432	-0.0120756	1.09275	-1.0849	-0.921248	-1.49009e-09	477.557	
0.00565534	-0.00050733	-0.0129698	1.09313	0.428515	-0.592525	-1.49009e-09	478.74	
0.00563737	-0.0462847	0.00361519	1.09048	1.09258	-0.298158	-1.49009e-09	477.347	
0.00564674	-0.0111827	-0.00922299	1.09228	0.312145	0.0750444	-1.49009e-09	476.222	
0.00563785	-0.0774801	0.00585541	1.08874	0.353734	0.288717	-1.49009e-09	476.713	
0.00563285	0.0121778	0.0236598	1.09071	1.38347	1.18976	-1.49009e-09	474.752	
0.00563757	0.00201095	-0.0115912	1.09142	-0.871157	0.804304	-1.49009e-09	474.628	
0.00564592	-0.028656	-0.00583688	1.0919	-1.23279	0.776168	-1.49009e-09	477.94	
0.00564543	0.00702148	-0.0145282	1.09213	-0.200541	-0.308373	-1.49009e-09	476.67	
0.00565401	0.006736	0.00985758	1.09301	-0.26215	1.13731	-1.49009e-09	478.374	
0.00563242	-0.0668769	0.0163653	1.08881	1.38986	-1.11765	-1.49009e-09	474.204	
0.00563978	0.0299837	-0.00644383	1.09127	0.549679	0.00828967	-1.49009e-09	476.799	
0.00567897	0.0864527	0.0128129	1.092	2.22748	1.36217	-1.49009e-09	480.355	
0.00564491	0.0162301	0.0200257	1.09189	-0.0223411	-1.71564	-1.49009e-09	477.039	
0.00565123	0.00143531	0.00375033	1.0928	-0.119976	0.0326433	-1.49009e-09	478.494	
0.00564322	-0.00257269	-0.00489401	1.09202	0.402109	0.15772	-1.49009e-09	476.127	
0.00564473	-0.0502533	-0.00301833	1.09102	0.884019	-0.451461	-1.49009e-09	479.648	
0.0056417	0.0403423	-0.00677808	1.09112	0.376063	-0.486802	-1.49009e-09	477.02	
0.00565383	0.0542163	-0.0114231	1.09166	-2.89936	-0.619047	-1.49009e-09	480.119	
0.00564491	-0.0232167	0.0203098	1.09176	-0.348047	0.799139	-1.49009e-09	477.799	
0.00562648	0.0481845	0.00149999	1.08935	-1.07603	-0.209512	-1.49009e-09	475.159	
0.0056486	-0.00438289	0.00852145	1.09251	-0.124043	-0.0532203	-1.49009e-09	478.092	
0.0056415	-0.0125112	-0.00703604	1.09177	-0.475225	-0.782647	-1.49009e-09	475.707	
0.00562321	0.0291717	0.00894622	1.08967	0.0869598	0.0590299	-1.49009e-09	474.34	
0.00563879	0.0446364	-0.00843154	1.09066	-1.63309	-0.443568	-1.49009e-09	477.268	
0.00562672	0.0160008	-0.0123688	1.09025	-0.30482	0.510467	-1.49009e-09	474.347	
0.00564994	-0.0171124	0.0174885	1.09241	-0.214016	-0.164285	-1.49009e-09	478.561	
0.00564597	-0.032351	0.00988145	1.09178	0.253356	-0.0259346	-1.49009e-09	477.811	
0.00563623	-0.0209516	0.000829437	1.09116	-0.441172	0.108391	-1.49009e-09	475.297	
