  2.593180E+01  7.232700E+00  1.100000E+00 -5.185500E+00  6.752100E+00  2.657700E+00  4.680000E-02 -2.846379E-01 -1.897620E+00  5.500000E+02 -1.535411E+05 -4.045950E+04  3.086994E+06  3.957590E-04
  2.349700E+00  1.277020E+01  1.710400E+00  1.291000E-01 -2.124900E+00  6.640300E+00  2.860000E-02 -1.696369E-01 -8.759274E-02  5.500000E+02 -1.224405E+04 -6.717759E+04  3.090089E+06  3.925795E-04
  6.606700E+01  6.348200E+00  1.397000E+00 -6.177100E+00  1.978900E+00  1.953900E+00  2.700000E-02  1.000000E+10  1.000000E+10  1.000000E+10  1.000000E+10  1.000000E+10  1.000000E+10  1.000000E+10
 -4.383700E+00  3.605700E+00  1.311200E+00  4.538400E+00 -6.544500E+00  3.728300E+00  4.550000E-02  5.756487E-01 -1.027811E+00  5.500000E+02  2.112443E+04 -1.598020E+04  3.091388E+06  3.922757E-04
 -4.019600E+00  1.473200E+00  4.639000E+00 -2.634600E+00  2.618400E+00  7.328600E+00  3.970000E-02 -5.863064E-01  5.166617E-01  5.500000E+02  2.259434E+04 -9.061143E+03  3.084703E+06  3.892390E-04
 -2.711250E+01 -1.413860E+01  3.261000E-01 -7.561000E-01 -2.231200E+00  3.491800E+00  1.040000E-02  4.836176E+00  4.970158E+00  5.500000E+02  1.787803E+05  8.829068E+04  3.086120E+06  3.975227E-04
  7.091700E+00 -8.180700E+00  4.186600E+00 -4.848900E+00 -8.243600E+00  3.061400E+00  5.930000E-02 -1.171155E+00 -1.350923E+00  5.500000E+02 -3.495859E+04  4.746156E+04  3.084949E+06  3.909449E-04
  1.823950E+01 -1.106380E+01  4.944200E+00  6.473400E+00  2.586700E+00  3.614300E+00  3.620000E-02 -6.819133E-01  3.095525E+00  5.500000E+02 -1.007227E+05  5.469891E+04  3.082641E+06  3.911013E-04
 -1.541890E+01 -4.482900E+00  4.564200E+00  4.425800E+00  1.047600E+00  6.027600E+00  3.350000E-02  1.262441E+00  9.184640E-01  5.500000E+02  7.983793E+04  2.233329E+04  3.083746E+06  3.905558E-04
 -4.760000E-01  8.026300E+00  2.123800E+00 -7.431000E-01  3.029500E+00  4.318600E+00  1.670000E-02 -1.302002E-01  9.816766E-01  5.500000E+02  2.870774E+03 -4.448013E+04  3.089867E+06  3.920145E-04
