-8.1539	-15.1916	0.989	9.1979	-2.5668	1.4265	0.0548	2.92795	1.47059	0.222574	-0.398051	550	-295.1	36629.3	-85505.6	81119	-45624.7	3.09072e+06	3.07434e+06	0.000394959
13.92	7.2969	2.7938	-4.894	1.7881	4.9798	0.0305	-1.43746	68.3975	-0.548546	225.125	550	-295.1	-70826.4	130758	-38396.1	428924	3.08738e+06	1.14084e+06	0.000392331
10.3137	35.2623	3.762	4.1668	5.1174	4.8353	0.0393	1e+10	-0.0489774	1e+10	-0.692449	1e+10	-295.1	1e+10	-37867.3	1e+10	36669.9	1e+10	3.06596e+06	1e+10
6.0488	-5.4869	8.1771	3.9369	-4.314	7.3806	0.0521	0.445273	-1.32771	-0.540175	-0.523903	550	-295.1	-33957.9	155749	31167.4	11984.2	3.07847e+06	3.07551e+06	0.000386933
-22.9198	-1.7669	1.239	-3.9173	-3.8748	4.8704	0.0318	-1.2215	0.0970921	-0.0184457	0.132246	550	-295.1	134623	-13154.9	10983.5	-15598.4	3.08823e+06	3.0793e+06	0.000394249
2.0569	2.496	0.8835	-1.2453	2.748	5.2136	0.0213	-0.051001	-1.53023	0.763386	-0.229216	550	-295.1	-10418.5	-211869	-14721.6	-16471.5	3.09263e+06	3.0697e+06	0.000392098
27.6336	1.9718	4.8122	0.2013	-0.934	4.5614	0.0128	-2.19716	-0.282471	-1.00256	0.0502993	550	-295.1	-174898	44312.4	-9793.31	-19665.9	3.07919e+06	3.07803e+06	0.000393978
-7.4696	3.2507	1.4856	-0.3613	0.6178	2.6568	0.0045	-0.435719	-70.4674	0.177825	33.1844	550	-295.1	40524.7	-15608.8	-17723.8	6206.17	3.09006e+06	3.03114e+06	0.000392783
-26.6482	12.9054	6.292	-0.4971	-4.4271	4.8594	0.0255	4.30745	1.07432	-5.03725	0.288598	550	-295.1	171396	-123975	-72905.3	-86300.5	3.07762e+06	3.07264e+06	0.000393254
18.6702	13.0145	2.7247	3.4987	12.3207	3.8488	0.1051	-1.27623	161.94	-1.02774	33.0035	550	-295.1	-101851	294581	-72924.7	58648.8	3.08633e+06	1.19644e+06	0.000392753
31.0781	7.4728	3.3827	7.1854	-0.3626	4.7201	0.0435	-17.1218	-0.128342	-2.40952	-0.0833509	550	-295.1	-212587	-40654.9	-37240.1	39342	3.07942e+06	3.06752e+06	0.000399473
6.6258	-6.1667	7.1335	1.8895	-2.8905	5.2103	0.023	0.0781815	1.39928	-0.265225	0.102043	550	-295.1	-35976.9	-158530	34008.6	18317.7	3.08118e+06	3.07873e+06	0.000388128
23.4907	-3.2784	0.1959	-4.7211	3.4097	4.477	0.0317	0.562701	-0.199823	1.64602	0.378831	550	-295.1	-132773	59083.8	14349.4	32260.6	3.09002e+06	3.07277e+06	0.000394759
-10.0067	-5.4628	5.586	-4.8302	-4.2413	10.2996	0.0866	-0.5945	-234.155	-0.389246	28.8589	550	-295.1	55656.9	-424219	30815.2	52109.6	3.08246e+06	1.13429e+06	0.000388554
-54.9166	7.0742	3.2552	4.401	-3.9488	4.286	0.0313	1e+10	-0.306038	1e+10	-0.132777	1e+10	-295.1	1e+10	56475.3	1e+10	-15639.6	1e+10	3.07197e+06	1e+10
-9.1237	2.4549	5.7096	1.1773	-2.9897	5.1976	0.0219	0.282856	0.486282	-0.687652	-1.34292	550	-295.1	47874.5	-31241.7	-11399.7	8252.91	3.08282e+06	3.06389e+06	0.000389234
4.8969	-0.9964	9.6782	-8.8725	-7.1671	7.0172	0.1054	-1.84969	-0.693206	-1.27088	-2.43762	550	-295.1	-21225.6	-37967.7	8469.34	-224003	3.076e+06	3.06123e+06	0.000385744
4.7159	28.0156	7.0433	4.279	4.2979	9.2248	0.0716	-1.95405	-1.01139	-4.82512	0.872011	550	-295.1	-27647.8	46037.6	-182834	-40926.5	3.07485e+06	3.07712e+06	0.000391865
-7.4707	6.5166	1.2918	-6.4429	-7.0552	2.7329	0.058	-1.4437	171.48	-1.24268	-92.4162	550	-295.1	43038.4	309251	-31015.3	-165481	3.09007e+06	1.14061e+06	0.000393095
42.8805	-23.6581	6.8769	-1.3354	0.2615	10.7413	0.0689	1e+10	-0.387754	1e+10	-0.152534	1e+10	-295.1	1e+10	5033.8	1e+10	-9317.28	1e+10	3.07933e+06	1e+10
-0.9365	1.5402	0.8111	1.717	1.9743	2.7687	0.0085	0.240864	0.315115	0.547774	0.286733	550	-295.1	4009.96	-68015.2	-9767.49	-12536.3	3.09161e+06	3.07768e+06	0.000392526
11.7021	1.834	1.8858	-3.1328	-0.3678	3.231	0.012	-0.224344	0.866419	-0.180256	0.0222719	550	-295.1	-60910.2	-99194	-9353.75	3993.23	3.09002e+06	3.07604e+06	0.000392864
16.0338	-0.542	2.0745	0.1744	-2.8707	2.853	0.0096	-0.194642	0.0379596	-0.406785	0.819849	550	-295.1	-85740.6	-2655.47	4216.7	-122518	3.08818e+06	3.06721e+06	0.000393545
0.3717	18.2023	6.8604	0.3025	7.1182	4.8713	0.0438	-0.0467786	207.317	0.383047	-51.942	550	-295.1	-2037.89	376943	-103500	-93406.7	3.07998e+06	1.12769e+06	0.000389383
48.9168	-13.5344	6.8271	5.1528	3.5026	5.7314	0.0421	1e+10	-0.357316	1e+10	-0.254353	1e+10	-295.1	1e+10	63130.3	1e+10	17967.4	1e+10	3.07973e+06	1e+10
-10.7979	-3.1064	1.6496	-1.7479	-4.1448	2.3216	0.0151	-0.669422	-1.30964	-0.643175	0.959581	550	-295.1	58715.8	121735	18410	-73460.3	3.08967e+06	3.06995e+06	0.000393156
-17.9938	11.2466	4.9957	2.4429	3.6974	3.5261	0.0189	2.48842	-1.04	-1.91832	-0.0886268	550	-295.1	93345	47783.5	-58748.1	23223.7	3.08318e+06	3.07471e+06	0.000390925
-7.9382	-3.8728	4.5603	-3.0225	-9.1409	6.3388	0.0781	-0.533605	-0.616045	-1.58126	1.17844	550	-295.1	43735.7	25904.9	24973.3	-110861	3.08444e+06	3.07171e+06	0.000389857
-3.8238	16.9922	4.4063	-2.8192	0.7544	5.4785	0.0226	0.328594	-0.0285486	-0.488801	0.279312	550	-295.1	20764.7	27117.1	-91584.6	-12501.2	3.08498e+06	3.07675e+06	0.000391021
-4.7435	2.0102	2.5755	1.6072	0.9256	2.7103	0.0063	0.175389	-0.916804	0.258907	-0.509177	550	-295.1	24355.1	61779.7	-11114.1	61521.3	3.08828e+06	3.07914e+06	0.000391593
-10.4673	-10.2703	1.1928	-1.4597	-0.0158	4.4533	0.0129	0.193378	173.45	0.523924	76.7824	550	-295.1	55669.5	322555	53758.6	143729	3.09045e+06	1.16349e+06	0.000393776
30.9535	13.1247	3.5575	2.3418	-1.5571	4.7164	0.0177	1e+10	-0.387945	1e+10	1.20288	1e+10	-295.1	1e+10	102646	1e+10	-69594.4	1e+10	3.07393e+06	1e+10
-15.723	10.4324	4.1497	3.3335	0.0716	7.0242	0.0355	2.08337	-159.484	-1.79333	75.8986	550	-295.1	80463.8	-286770	-53141.9	135575	3.08468e+06	1.15763e+06	0.00039089
-35.4994	17.6558	6.0582	-1.3493	6.4245	5.5522	0.0435	1e+10	-0.590001	1e+10	0.743229	1e+10	-295.1	1e+10	-17020.2	1e+10	-1008.92	1e+10	3.07444e+06	1e+10
2.9083	-0.2309	3.3369	-6.3677	-7.6967	4.6081	0.0711	-1.08265	0.372109	-1.49642	0.248813	550	-295.1	-12392.8	132983	4969.17	-153078	3.08698e+06	3.07077e+06	0.000390522
-18.5958	20.5628	2.6921	4.0997	6.1908	3.2136	0.0385	2.42101	-0.3798	0.00250354	0.339493	550	-295.1	108674	15867.4	-129450	-21873.8	3.08436e+06	3.06963e+06	0.000394144
-2.8181	3.5264	6.6548	1.3456	6.6956	12.0229	0.1124	0.282018	-0.499271	1.2234	-0.428397	550	-295.1	13907.7	114618	-22144.7	-16322.3	3.0812e+06	3.06835e+06	0.000386961
-17.5896	2.3866	5.761	-3.6695	-2.0893	7.5781	0.0442	0.0508879	0.0991572	-0.929743	-0.0895833	550	-295.1	97272.2	-35288.4	-10982.8	-31430.8	3.08227e+06	3.07827e+06	0.000389642
5.9929	5.0951	1.7489	-0.7211	5.2979	9.5121	0.07	0.0575883	-0.200866	1.17428	-0.0784404	550	-295.1	-31515.4	-7667.4	-29697.8	-8943.88	3.09038e+06	3.07604e+06	0.000391226
1.1959	1.3806	2.4554	0.672	1.9501	4.9745	0.017	0.215978	-0.104236	0.47657	-1.04872	550	-295.1	-6864.45	-128097	-8775.14	-159784	3.08859e+06	3.06253e+06	0.000391026
16.6926	20.5838	7.164	4.7779	4.9157	4.9824	0.0422	-2.1767	-0.0175992	-0.998185	1.30471	550	-295.1	-99350.6	88880.8	-126720	-87384.1	3.07728e+06	3.0722e+06	0.000390855
-13.8119	12.9525	4.2585	5.6128	3.4217	11.7529	0.1066	2.81874	-0.0575798	-1.17719	0.820306	550	-295.1	68539.5	14469.8	-68463.1	-108332	3.08411e+06	3.07688e+06	0.000389857
-2.3917	17.2295	1.937	0.7628	2.4262	2.9104	0.0088	0.698806	-1.26614	0.159315	1.12228	550	-295.1	11442.2	135078	-93881	-108236	3.08803e+06	3.07238e+06	0.000393872
-19.5819	15.3543	3.1371	0.0837	-1.9956	2.3816	0.0057	0.590261	0.673484	-3.89188	1.07407	550	-295.1	108003	41882.8	-78516.8	-135547	3.08638e+06	3.07343e+06	0.000393282
-6.603	19.8205	2.5708	-6.4749	3.2808	3.2466	0.0372	0.785371	0.512539	-0.233446	-0.0408125	550	-295.1	36310.6	-50127.3	-109464	-10779.9	3.08731e+06	3.07571e+06	0.000393197
8.4668	1.5608	2.9099	-0.8166	5.5595	4.6831	0.0315	0.127179	245.562	1.02615	29.3265	550	-295.1	-44752.1	462148	-10969	54425.2	3.0887e+06	1.11795e+06	0.000391361
34.9736	5.0124	6.0514	-6.8936	-10.1432	4.395	0.0998	1e+10	-1.92737	1e+10	1.59954	1e+10	-295.1	1e+10	143517	1e+10	-85592.6	1e+10	3.0724e+06	1e+10
-20.5585	12.7676	2.5823	-5.4267	-1.3582	3.4767	0.0255	-0.0951062	-1.29083	-3.57828	0.381735	550	-295.1	117234	75734.6	-64574.7	-69920.1	3.08588e+06	3.07442e+06	0.000393002
-11.8473	10.8009	3.7521	-4.0785	-1.1708	4.2809	0.0214	0.286625	1.32238	-1.32864	-0.00761808	550	-295.1	63958.9	-73069.7	-55532.3	23458.5	3.08521e+06	3.07588e+06	0.000391586
12.0148	-3.6881	2.0812	-3.9718	9.5679	4.285	0.0739	-0.498424	0.48188	2.02821	0.91794	550	-295.1	-61941.2	-187571	14340.2	-35557.2	3.08937e+06	3.07721e+06	0.000392559
26.6619	5.1633	0.4702	2.5819	-1.226	0.8254	0.0052	0.273198	49.3022	-2.60468	-10.8458	550	-295.1	-170965	915422	-25271.6	-201143	3.08714e+06	2.91342e+06	0.000396787
-39.4611	7.5392	1.2849	-4.1156	1.552	5.2368	0.0275	1e+10	-185.962	1e+10	4.11718	1e+10	-295.1	1e+10	-275354	1e+10	9746.13	1e+10	1.12134e+06	1e+10
-65.7807	0.0752	2.8554	-1.4771	0.9534	3.7526	0.0101	1e+10	-1.33696	1e+10	0.205103	1e+10	-295.1	1e+10	81972.2	1e+10	-1085.18	1e+10	3.075e+06	1e+10
-13.3951	-0.1289	2.5485	-3.9237	3.6077	5.9334	0.0374	-0.882311	0.970404	0.673759	-0.012052	550	-295.1	74606.5	-72883.9	-1007.16	-4681.17	3.08755e+06	3.07461e+06	0.000392123
