25.9318	7.2327	1.1	-5.1855	6.7521	2.6577	0.0468	-0.284638	-4.6113	-1.89762	-0.459956	550	-295.1	-153541	-129910	-40459.5	-34596.6	3.08699e+06	3.06276e+06	0.000395759	0.000382114	
2.3497	12.7702	1.7104	0.1291	-2.1249	6.6403	0.0286	-0.169637	-0.250686	-0.0875927	-1.44361	550	-295.1	-12244	-11067.6	-67177.6	-61465.9	3.09009e+06	3.06404e+06	0.00039258	0.000378713	
66.067	6.3482	1.397	-6.1771	1.9789	1.9539	0.027	1e+10	-32.0498	1e+10	-2.77569	1e+10	-295.1	1e+10	-437029	1e+10	-41446	1e+10	3.03398e+06	1e+10	0.000415924	
-4.3837	3.6057	1.3112	4.5384	-6.5445	3.7283	0.0455	0.575649	1.04449	-1.02781	0.431416	550	-295.1	21124.4	22243	-15980.2	-15225.2	3.09139e+06	3.06552e+06	0.000392276	0.000377891	
-4.0196	1.4732	4.639	-2.6346	2.6184	7.3286	0.0397	-0.586306	1.13616	0.516662	-0.0180504	550	-295.1	22594.3	21057.4	-9061.14	-6643.21	3.0847e+06	3.05996e+06	0.000389239	0.000377099	
-27.1125	-14.1386	0.3261	-0.7561	-2.2312	3.4918	0.0104	4.83618	4.05143	4.97016	2.28999	550	-295.1	178780	134592	88290.7	71142.7	3.08612e+06	3.0632e+06	0.000397523	0.000384059	
7.0917	-8.1807	4.1866	-4.8489	-8.2436	3.0614	0.0593	-1.17115	-0.0248522	-1.35092	0.872904	550	-295.1	-34958.6	-32288.7	47461.6	39640	3.08495e+06	3.06003e+06	0.000390945	0.000377908	
18.2395	-11.0638	4.9442	6.4734	2.5867	3.6143	0.0362	-0.681913	-2.10225	3.09552	2.56103	550	-295.1	-100723	-89555.1	54698.9	57742.5	3.08264e+06	3.0576e+06	0.000391101	0.000381343	
-15.4189	-4.4829	4.5642	4.4258	1.0476	6.0276	0.0335	1.26244	3.33836	0.918464	1.18593	550	-295.1	79837.9	78643.2	22333.3	23400.8	3.08375e+06	3.05884e+06	0.000390556	0.000379239	
-0.476	8.0263	2.1238	-0.7431	3.0295	4.3186	0.0167	-0.1302	0.0757597	0.981677	-0.73157	550	-295.1	2870.77	2546.33	-44480.1	-38055.2	3.08987e+06	3.0639e+06	0.000392014	0.000378304	
-15.5037	0.7967	2.6853	-5.6494	1.0145	6.6032	0.045	-0.933366	1.5041	0.0283041	0.988015	550	-295.1	86550.1	74198.2	-4571.78	-1419.81	3.08804e+06	3.06222e+06	0.000392236	0.000379284	
0.5447	3.6766	2.5128	-0.7464	1.0839	2.5119	0.0047	-0.116277	-0.207	0.411064	-0.373298	550	-295.1	-2530.94	-2858.6	-20091.8	-17276.1	3.08907e+06	3.0635e+06	0.000391684	0.000378404	
4.0162	5.4431	2.9953	0.1745	1.4856	2.2813	0.0044	0.105351	-0.487814	0.421578	-0.565114	550	-295.1	-21341.8	-19378.2	-29606.8	-25750.1	3.08873e+06	3.06255e+06	0.000391735	0.000378593	
-13.6813	2.3991	0.1727	3.2002	-4.9258	3.1945	0.0263	-0.00707276	0.870018	-1.11372	0.333303	550	-295.1	71811.6	63626.4	-9877.11	-10172.1	3.09147e+06	3.06673e+06	0.000394688	0.000379541	
-24.3155	-2.0177	2.6632	-2.7665	6.9465	4.476	0.0446	-0.876918	3.35373	1.80337	0.173587	550	-295.1	146872	120063	6122.79	9895.39	3.08454e+06	3.06072e+06	0.000394061	0.000381508	
-25.9288	3.0819	1.8434	0.6735	-4.6596	5.4205	0.0303	-0.351246	4.03047	-1.95606	-0.347356	550	-295.1	158804	128890	-12681.2	-15032.2	3.08658e+06	3.06177e+06	0.000395012	0.000381929	
-8.1539	-15.1916	0.989	9.1979	-2.5668	1.4265	0.0548	2.92795	-0.268355	0.222574	3.33163	550	-295.1	36629.3	36193.7	81119	77008.6	3.09072e+06	3.06456e+06	0.000394959	0.000380369	
13.92	7.2969	2.7938	-4.894	1.7881	4.9798	0.0305	-1.43746	-2.43593	-0.548546	-1.90977	550	-295.1	-70826.4	-69289.2	-38396.1	-37607.6	3.08738e+06	3.0618e+06	0.000392331	0.000379504	
10.3137	35.2623	3.762	4.1668	5.1174	4.8353	0.0393	1e+10	-2.51815	1e+10	-9.20653	1e+10	-295.1	1e+10	-54765.8	1e+10	-188987	1e+10	3.05482e+06	1e+10	0.000388113	
6.0488	-5.4869	8.1771	3.9369	-4.314	7.3806	0.0521	0.445273	-0.6218	-0.540175	1.75079	550	-295.1	-33957.9	-29380.6	31167.4	29901.8	3.07847e+06	3.05418e+06	0.000386933	0.000374495	
-22.9198	-1.7669	1.239	-3.9173	-3.8748	4.8704	0.0318	-1.2215	3.68788	-0.0184457	0.731185	550	-295.1	134623	113305	10983.5	9827.14	3.08823e+06	3.06344e+06	0.000394249	0.000381057	
2.0569	2.496	0.8835	-1.2453	2.748	5.2136	0.0213	-0.051001	-0.134593	0.763386	-0.445845	550	-295.1	-10418.5	-9534	-14721.6	-11950	3.09263e+06	3.06632e+06	0.000392098	0.000378205	
27.6336	1.9718	4.8122	0.2013	-0.934	4.5614	0.0128	-2.19716	-5.77107	-1.00256	-0.36861	550	-295.1	-174898	-142871	-9793.31	-9902.06	3.07919e+06	3.05614e+06	0.000393978	0.000383943	
-7.4696	3.2507	1.4856	-0.3613	0.6178	2.6568	0.0045	-0.435719	0.677077	0.177825	-0.367362	550	-295.1	40524.7	35247.5	-17723.8	-15699.3	3.09006e+06	3.06504e+06	0.000392783	0.000378872	
-26.6482	12.9054	6.292	-0.4971	-4.4271	4.8594	0.0255	4.30745	6.43188	-5.03725	-3.04741	550	-295.1	171396	140828	-72905.3	-68247.4	3.07762e+06	3.05329e+06	0.000393254	0.000384322	
18.6702	13.0145	2.7247	3.4987	12.3207	3.8488	0.1051	-1.27623	-2.49983	-1.02774	-2.67422	550	-295.1	-101851	-91837.2	-72924.7	-66201.1	3.08633e+06	3.06077e+06	0.000392753	0.000380171	
31.0781	7.4728	3.3827	7.1854	-0.3626	4.7201	0.0435	-17.1218	-7.75391	-2.40952	-1.08704	550	-295.1	-212587	-163603	-37240.1	-37770.8	3.07942e+06	3.05721e+06	0.000399473	0.000385571	
